Fecha,Zona,CantidadTotal
11/05/2018,URBANA,58
12/05/2018,RURAL,12
12/05/2018,URBANA,53
13/05/2018,RURAL,6
13/05/2018,URBANA,57
14/05/2018,RURAL,5
14/05/2018,URBANA,48
15/05/2018,RURAL,10
15/05/2018,URBANA,68
16/05/2018,RURAL,4
16/05/2018,URBANA,77
17/05/2018,RURAL,7
17/05/2018,URBANA,76
18/05/2018,RURAL,6
18/05/2018,URBANA,51
19/05/2018,RURAL,4
19/05/2018,URBANA,41
20/05/2018,RURAL,5
20/05/2018,URBANA,67
21/05/2018,RURAL,4
21/05/2018,URBANA,43
22/05/2018,RURAL,6
22/05/2018,URBANA,65
23/05/2018,RURAL,4
23/05/2018,URBANA,79
24/05/2018,RURAL,7
24/05/2018,URBANA,60
25/05/2018,RURAL,7
25/05/2018,URBANA,55
26/05/2018,RURAL,2
26/05/2018,URBANA,58
27/05/2018,RURAL,2
27/05/2018,URBANA,51
28/05/2018,RURAL,9
28/05/2018,URBANA,76
29/05/2018,RURAL,10
29/05/2018,URBANA,70
30/05/2018,RURAL,7
30/05/2018,URBANA,58
31/05/2018,RURAL,4
31/05/2018,URBANA,63
01/06/2018,RURAL,8
01/06/2018,URBANA,79
02/06/2018,RURAL,8
02/06/2018,URBANA,44
03/06/2018,RURAL,7
03/06/2018,URBANA,60
04/06/2018,RURAL,4
04/06/2018,URBANA,37
05/06/2018,RURAL,1
05/06/2018,URBANA,53
06/06/2018,RURAL,8
06/06/2018,URBANA,52
07/06/2018,RURAL,5
07/06/2018,URBANA,43
08/06/2018,RURAL,4
08/06/2018,URBANA,51
09/06/2018,RURAL,6
09/06/2018,URBANA,53
10/06/2018,RURAL,5
10/06/2018,URBANA,52
11/06/2018,RURAL,4
11/06/2018,URBANA,55
12/06/2018,URBANA,63
13/06/2018,RURAL,3
13/06/2018,URBANA,49
14/06/2018,RURAL,3
14/06/2018,URBANA,39
15/06/2018,RURAL,3
15/06/2018,URBANA,52
16/06/2018,RURAL,2
16/06/2018,URBANA,28
17/06/2018,RURAL,4
17/06/2018,URBANA,34
18/06/2018,RURAL,4
18/06/2018,URBANA,58
19/06/2018,RURAL,4
19/06/2018,URBANA,35
20/06/2018,RURAL,5
20/06/2018,URBANA,34
21/06/2018,RURAL,1
21/06/2018,URBANA,44
22/06/2018,RURAL,4
22/06/2018,URBANA,41
23/06/2018,RURAL,2
23/06/2018,URBANA,29
24/06/2018,RURAL,7
24/06/2018,URBANA,46
25/06/2018,RURAL,5
25/06/2018,URBANA,53
26/06/2018,RURAL,1
26/06/2018,URBANA,41
27/06/2018,RURAL,2
27/06/2018,URBANA,43
28/06/2018,RURAL,1
28/06/2018,URBANA,35
29/06/2018,RURAL,4
29/06/2018,URBANA,36
30/06/2018,URBANA,31
01/07/2018,RURAL,1
01/07/2018,URBANA,40
02/07/2018,RURAL,3
02/07/2018,URBANA,29
03/07/2018,RURAL,4
03/07/2018,URBANA,37
04/07/2018,RURAL,3
04/07/2018,URBANA,39
05/07/2018,RURAL,1
05/07/2018,URBANA,24
06/07/2018,RURAL,1
06/07/2018,URBANA,12
07/07/2018,URBANA,5
08/07/2018,URBANA,3
