Fecha,Sexo,CantidadTotal
22/02/2018,FEMENINO,66
22/02/2018,MASCULINO,71
23/02/2018,FEMENINO,70
23/02/2018,MASCULINO,88
24/02/2018,FEMENINO,54
24/02/2018,MASCULINO,87
25/02/2018,FEMENINO,72
25/02/2018,MASCULINO,68
26/02/2018,-,1
26/02/2018,FEMENINO,80
26/02/2018,MASCULINO,84
27/02/2018,FEMENINO,74
27/02/2018,MASCULINO,91
28/02/2018,FEMENINO,78
28/02/2018,MASCULINO,99
01/03/2018,FEMENINO,86
01/03/2018,MASCULINO,99
02/03/2018,FEMENINO,65
02/03/2018,MASCULINO,94
03/03/2018,FEMENINO,67
03/03/2018,MASCULINO,61
04/03/2018,FEMENINO,56
04/03/2018,MASCULINO,67
05/03/2018,FEMENINO,72
05/03/2018,MASCULINO,84
06/03/2018,FEMENINO,74
06/03/2018,MASCULINO,86
07/03/2018,FEMENINO,93
07/03/2018,MASCULINO,90
08/03/2018,FEMENINO,100
08/03/2018,MASCULINO,78
09/03/2018,FEMENINO,79
09/03/2018,MASCULINO,81
10/03/2018,-,1
10/03/2018,FEMENINO,67
10/03/2018,MASCULINO,86
11/03/2018,FEMENINO,71
11/03/2018,MASCULINO,92
12/03/2018,FEMENINO,82
12/03/2018,MASCULINO,83
13/03/2018,FEMENINO,62
13/03/2018,MASCULINO,96
14/03/2018,FEMENINO,74
14/03/2018,MASCULINO,79
15/03/2018,FEMENINO,67
15/03/2018,MASCULINO,77
16/03/2018,FEMENINO,57
16/03/2018,MASCULINO,71
17/03/2018,FEMENINO,75
17/03/2018,MASCULINO,73
18/03/2018,FEMENINO,64
18/03/2018,MASCULINO,73
19/03/2018,FEMENINO,48
19/03/2018,MASCULINO,56
20/03/2018,FEMENINO,77
20/03/2018,MASCULINO,100
21/03/2018,-,1
21/03/2018,FEMENINO,72
21/03/2018,MASCULINO,87
22/03/2018,FEMENINO,72
22/03/2018,MASCULINO,78
23/03/2018,FEMENINO,63
23/03/2018,MASCULINO,71
24/03/2018,FEMENINO,52
24/03/2018,MASCULINO,47
25/03/2018,FEMENINO,47
25/03/2018,MASCULINO,66
26/03/2018,FEMENINO,51
26/03/2018,MASCULINO,68
27/03/2018,-,1
27/03/2018,FEMENINO,58
27/03/2018,MASCULINO,66
28/03/2018,FEMENINO,76
28/03/2018,MASCULINO,62
29/03/2018,FEMENINO,33
29/03/2018,MASCULINO,40
30/03/2018,FEMENINO,32
30/03/2018,MASCULINO,40
31/03/2018,FEMENINO,29
31/03/2018,MASCULINO,52
01/04/2018,FEMENINO,64
01/04/2018,MASCULINO,52
02/04/2018,FEMENINO,73
02/04/2018,MASCULINO,73
03/04/2018,FEMENINO,81
03/04/2018,MASCULINO,87
04/04/2018,-,3
04/04/2018,FEMENINO,60
04/04/2018,MASCULINO,74
05/04/2018,FEMENINO,66
05/04/2018,MASCULINO,71
06/04/2018,-,1
06/04/2018,FEMENINO,63
06/04/2018,MASCULINO,78
07/04/2018,FEMENINO,88
07/04/2018,MASCULINO,70
08/04/2018,FEMENINO,71
08/04/2018,MASCULINO,58
09/04/2018,FEMENINO,78
09/04/2018,MASCULINO,108
10/04/2018,FEMENINO,77
10/04/2018,MASCULINO,84
11/04/2018,FEMENINO,75
11/04/2018,MASCULINO,85
12/04/2018,-,1
12/04/2018,FEMENINO,81
12/04/2018,MASCULINO,74
13/04/2018,-,2
13/04/2018,FEMENINO,73
13/04/2018,MASCULINO,74
14/04/2018,FEMENINO,78
14/04/2018,MASCULINO,73
15/04/2018,FEMENINO,78
15/04/2018,MASCULINO,116
16/04/2018,-,1
16/04/2018,FEMENINO,90
16/04/2018,MASCULINO,91
17/04/2018,FEMENINO,68
17/04/2018,MASCULINO,69
18/04/2018,FEMENINO,84
18/04/2018,MASCULINO,72
19/04/2018,FEMENINO,75
19/04/2018,MASCULINO,83
20/04/2018,FEMENINO,70
20/04/2018,MASCULINO,91
21/04/2018,FEMENINO,58
21/04/2018,MASCULINO,46
22/04/2018,FEMENINO,78
22/04/2018,MASCULINO,75
23/04/2018,FEMENINO,87
23/04/2018,MASCULINO,81
24/04/2018,FEMENINO,49
24/04/2018,MASCULINO,88
25/04/2018,FEMENINO,78
25/04/2018,MASCULINO,84
26/04/2018,FEMENINO,59
26/04/2018,MASCULINO,80
27/04/2018,FEMENINO,43
27/04/2018,MASCULINO,75
28/04/2018,FEMENINO,57
28/04/2018,MASCULINO,60
29/04/2018,FEMENINO,56
29/04/2018,MASCULINO,51
30/04/2018,FEMENINO,57
30/04/2018,MASCULINO,82
01/05/2018,FEMENINO,58
01/05/2018,MASCULINO,81
02/05/2018,FEMENINO,83
02/05/2018,MASCULINO,85
03/05/2018,FEMENINO,72
03/05/2018,MASCULINO,87
04/05/2018,FEMENINO,57
04/05/2018,MASCULINO,71
05/05/2018,-,1
05/05/2018,FEMENINO,63
05/05/2018,MASCULINO,48
06/05/2018,FEMENINO,60
06/05/2018,MASCULINO,65
07/05/2018,FEMENINO,76
07/05/2018,MASCULINO,85
08/05/2018,-,1
08/05/2018,FEMENINO,60
08/05/2018,MASCULINO,84
09/05/2018,FEMENINO,64
09/05/2018,MASCULINO,83
10/05/2018,FEMENINO,67
10/05/2018,MASCULINO,60
11/05/2018,FEMENINO,74
11/05/2018,MASCULINO,67
12/05/2018,FEMENINO,45
12/05/2018,MASCULINO,45
13/05/2018,FEMENINO,58
13/05/2018,MASCULINO,69
14/05/2018,FEMENINO,49
14/05/2018,MASCULINO,56
15/05/2018,FEMENINO,94
15/05/2018,MASCULINO,82
16/05/2018,FEMENINO,80
16/05/2018,MASCULINO,83
17/05/2018,FEMENINO,83
17/05/2018,MASCULINO,70
18/05/2018,FEMENINO,61
18/05/2018,MASCULINO,68
19/05/2018,FEMENINO,52
19/05/2018,MASCULINO,53
20/05/2018,FEMENINO,74
20/05/2018,MASCULINO,76
21/05/2018,FEMENINO,71
21/05/2018,MASCULINO,85
22/05/2018,-,1
22/05/2018,FEMENINO,83
22/05/2018,MASCULINO,78
23/05/2018,FEMENINO,75
23/05/2018,MASCULINO,64
24/05/2018,FEMENINO,71
24/05/2018,MASCULINO,85
25/05/2018,FEMENINO,80
25/05/2018,MASCULINO,78
26/05/2018,FEMENINO,46
26/05/2018,MASCULINO,36
27/05/2018,FEMENINO,51
27/05/2018,MASCULINO,62
28/05/2018,-,1
28/05/2018,FEMENINO,72
28/05/2018,MASCULINO,79
29/05/2018,FEMENINO,69
29/05/2018,MASCULINO,74
30/05/2018,-,1
30/05/2018,FEMENINO,80
30/05/2018,MASCULINO,90
31/05/2018,FEMENINO,62
31/05/2018,MASCULINO,68
01/06/2018,FEMENINO,72
01/06/2018,MASCULINO,77
02/06/2018,FEMENINO,65
02/06/2018,MASCULINO,77
03/06/2018,FEMENINO,50
03/06/2018,MASCULINO,67
04/06/2018,FEMENINO,50
04/06/2018,MASCULINO,43
05/06/2018,FEMENINO,70
05/06/2018,MASCULINO,67
06/06/2018,-,1
06/06/2018,FEMENINO,60
06/06/2018,MASCULINO,68
07/06/2018,FEMENINO,57
07/06/2018,MASCULINO,62
08/06/2018,FEMENINO,68
08/06/2018,MASCULINO,67
09/06/2018,FEMENINO,54
09/06/2018,MASCULINO,55
10/06/2018,FEMENINO,77
10/06/2018,MASCULINO,68
11/06/2018,FEMENINO,54
11/06/2018,MASCULINO,50
12/06/2018,FEMENINO,67
12/06/2018,MASCULINO,64
13/06/2018,FEMENINO,70
13/06/2018,MASCULINO,70
14/06/2018,FEMENINO,66
14/06/2018,MASCULINO,67
15/06/2018,FEMENINO,54
15/06/2018,MASCULINO,68
16/06/2018,FEMENINO,47
16/06/2018,MASCULINO,56
17/06/2018,FEMENINO,55
17/06/2018,MASCULINO,43
18/06/2018,FEMENINO,64
18/06/2018,MASCULINO,74
19/06/2018,FEMENINO,72
19/06/2018,MASCULINO,61
20/06/2018,FEMENINO,66
20/06/2018,MASCULINO,75
21/06/2018,FEMENINO,42
21/06/2018,MASCULINO,52
22/06/2018,FEMENINO,50
22/06/2018,MASCULINO,54
23/06/2018,FEMENINO,25
23/06/2018,MASCULINO,38
24/06/2018,FEMENINO,56
24/06/2018,MASCULINO,72
25/06/2018,-,1
25/06/2018,FEMENINO,47
25/06/2018,MASCULINO,41
26/06/2018,FEMENINO,58
26/06/2018,MASCULINO,45
27/06/2018,FEMENINO,37
27/06/2018,MASCULINO,48
28/06/2018,FEMENINO,42
28/06/2018,MASCULINO,57
29/06/2018,-,1
29/06/2018,FEMENINO,43
29/06/2018,MASCULINO,39
30/06/2018,-,1
30/06/2018,FEMENINO,26
30/06/2018,MASCULINO,29
01/07/2018,-,1
01/07/2018,FEMENINO,29
01/07/2018,MASCULINO,28
02/07/2018,FEMENINO,20
02/07/2018,MASCULINO,40
03/07/2018,FEMENINO,34
03/07/2018,MASCULINO,46
04/07/2018,FEMENINO,39
04/07/2018,MASCULINO,49
05/07/2018,FEMENINO,27
05/07/2018,MASCULINO,22
06/07/2018,FEMENINO,20
06/07/2018,MASCULINO,15
07/07/2018,FEMENINO,5
07/07/2018,MASCULINO,5
08/07/2018,MASCULINO,1
