Fecha,Sexo,CantidadTotal
28/03/2018,MASCULINO,29
29/03/2018,FEMENINO,2
29/03/2018,MASCULINO,32
30/03/2018,FEMENINO,3
30/03/2018,MASCULINO,21
31/03/2018,FEMENINO,1
31/03/2018,MASCULINO,26
01/04/2018,FEMENINO,1
01/04/2018,MASCULINO,31
02/04/2018,FEMENINO,7
02/04/2018,MASCULINO,30
03/04/2018,FEMENINO,2
03/04/2018,MASCULINO,24
04/04/2018,FEMENINO,3
04/04/2018,MASCULINO,30
05/04/2018,FEMENINO,3
05/04/2018,MASCULINO,27
06/04/2018,FEMENINO,1
06/04/2018,MASCULINO,31
07/04/2018,FEMENINO,3
07/04/2018,MASCULINO,37
08/04/2018,FEMENINO,1
08/04/2018,MASCULINO,67
09/04/2018,FEMENINO,2
09/04/2018,MASCULINO,32
10/04/2018,FEMENINO,3
10/04/2018,MASCULINO,29
11/04/2018,FEMENINO,1
11/04/2018,MASCULINO,31
12/04/2018,FEMENINO,1
12/04/2018,MASCULINO,32
13/04/2018,FEMENINO,3
13/04/2018,MASCULINO,23
14/04/2018,FEMENINO,4
14/04/2018,MASCULINO,48
15/04/2018,FEMENINO,8
15/04/2018,MASCULINO,52
16/04/2018,MASCULINO,34
17/04/2018,FEMENINO,5
17/04/2018,MASCULINO,35
18/04/2018,FEMENINO,2
18/04/2018,MASCULINO,26
19/04/2018,FEMENINO,3
19/04/2018,MASCULINO,20
20/04/2018,FEMENINO,3
20/04/2018,MASCULINO,33
21/04/2018,FEMENINO,1
21/04/2018,MASCULINO,34
22/04/2018,FEMENINO,13
22/04/2018,MASCULINO,65
23/04/2018,FEMENINO,3
23/04/2018,MASCULINO,28
24/04/2018,FEMENINO,3
24/04/2018,MASCULINO,23
25/04/2018,FEMENINO,2
25/04/2018,MASCULINO,36
26/04/2018,FEMENINO,2
26/04/2018,MASCULINO,28
27/04/2018,FEMENINO,1
27/04/2018,MASCULINO,32
28/04/2018,FEMENINO,3
28/04/2018,MASCULINO,38
29/04/2018,FEMENINO,2
29/04/2018,MASCULINO,39
30/04/2018,FEMENINO,4
30/04/2018,MASCULINO,27
01/05/2018,FEMENINO,2
01/05/2018,MASCULINO,17
02/05/2018,FEMENINO,2
02/05/2018,MASCULINO,31
03/05/2018,FEMENINO,3
03/05/2018,MASCULINO,34
04/05/2018,FEMENINO,3
04/05/2018,MASCULINO,26
05/05/2018,FEMENINO,1
05/05/2018,MASCULINO,28
06/05/2018,FEMENINO,6
06/05/2018,MASCULINO,43
07/05/2018,FEMENINO,3
07/05/2018,MASCULINO,27
08/05/2018,FEMENINO,1
08/05/2018,MASCULINO,23
09/05/2018,FEMENINO,3
09/05/2018,MASCULINO,22
10/05/2018,FEMENINO,1
10/05/2018,MASCULINO,23
11/05/2018,FEMENINO,1
11/05/2018,MASCULINO,27
12/05/2018,FEMENINO,1
12/05/2018,MASCULINO,38
13/05/2018,FEMENINO,3
13/05/2018,MASCULINO,53
14/05/2018,FEMENINO,2
14/05/2018,MASCULINO,42
15/05/2018,FEMENINO,2
15/05/2018,MASCULINO,25
16/05/2018,FEMENINO,5
16/05/2018,MASCULINO,27
17/05/2018,FEMENINO,2
17/05/2018,MASCULINO,28
18/05/2018,FEMENINO,3
18/05/2018,MASCULINO,19
19/05/2018,FEMENINO,5
19/05/2018,MASCULINO,42
20/05/2018,FEMENINO,2
20/05/2018,MASCULINO,51
21/05/2018,FEMENINO,7
21/05/2018,MASCULINO,33
22/05/2018,FEMENINO,3
22/05/2018,MASCULINO,17
23/05/2018,FEMENINO,3
23/05/2018,MASCULINO,28
24/05/2018,FEMENINO,3
24/05/2018,MASCULINO,18
25/05/2018,MASCULINO,17
26/05/2018,FEMENINO,2
26/05/2018,MASCULINO,31
27/05/2018,FEMENINO,5
27/05/2018,MASCULINO,26
28/05/2018,FEMENINO,3
28/05/2018,MASCULINO,26
29/05/2018,FEMENINO,3
29/05/2018,MASCULINO,27
30/05/2018,FEMENINO,3
30/05/2018,MASCULINO,25
31/05/2018,FEMENINO,4
31/05/2018,MASCULINO,30
01/06/2018,FEMENINO,1
01/06/2018,MASCULINO,29
02/06/2018,FEMENINO,4
02/06/2018,MASCULINO,37
03/06/2018,FEMENINO,2
03/06/2018,MASCULINO,60
04/06/2018,FEMENINO,2
04/06/2018,MASCULINO,24
05/06/2018,FEMENINO,2
05/06/2018,MASCULINO,25
06/06/2018,FEMENINO,2
06/06/2018,MASCULINO,30
07/06/2018,MASCULINO,20
08/06/2018,FEMENINO,2
08/06/2018,MASCULINO,21
09/06/2018,FEMENINO,4
09/06/2018,MASCULINO,49
10/06/2018,FEMENINO,5
10/06/2018,MASCULINO,34
11/06/2018,FEMENINO,3
11/06/2018,MASCULINO,41
12/06/2018,FEMENINO,2
12/06/2018,MASCULINO,20
13/06/2018,FEMENINO,4
13/06/2018,MASCULINO,26
14/06/2018,FEMENINO,6
14/06/2018,MASCULINO,27
15/06/2018,FEMENINO,3
15/06/2018,MASCULINO,28
16/06/2018,FEMENINO,4
16/06/2018,MASCULINO,25
17/06/2018,FEMENINO,4
17/06/2018,MASCULINO,18
18/06/2018,FEMENINO,1
18/06/2018,MASCULINO,28
19/06/2018,MASCULINO,21
20/06/2018,FEMENINO,2
20/06/2018,MASCULINO,31
21/06/2018,FEMENINO,3
21/06/2018,MASCULINO,30
22/06/2018,FEMENINO,3
22/06/2018,MASCULINO,33
23/06/2018,FEMENINO,5
23/06/2018,MASCULINO,33
24/06/2018,FEMENINO,6
24/06/2018,MASCULINO,48
25/06/2018,FEMENINO,4
25/06/2018,MASCULINO,27
26/06/2018,FEMENINO,4
26/06/2018,MASCULINO,21
27/06/2018,FEMENINO,1
27/06/2018,MASCULINO,17
28/06/2018,FEMENINO,1
28/06/2018,MASCULINO,16
29/06/2018,FEMENINO,2
29/06/2018,MASCULINO,21
30/06/2018,MASCULINO,26
01/07/2018,FEMENINO,6
01/07/2018,MASCULINO,42
02/07/2018,MASCULINO,28
03/07/2018,FEMENINO,4
03/07/2018,MASCULINO,35
04/07/2018,FEMENINO,4
04/07/2018,MASCULINO,22
05/07/2018,FEMENINO,3
05/07/2018,MASCULINO,22
06/07/2018,FEMENINO,1
06/07/2018,MASCULINO,20
07/07/2018,FEMENINO,2
07/07/2018,MASCULINO,33
08/07/2018,MASCULINO,7
