Fecha,Zona,CantidadTotal
10/05/2018,URBANA,120
11/05/2018,RURAL,12
11/05/2018,URBANA,129
12/05/2018,RURAL,2
12/05/2018,URBANA,88
13/05/2018,RURAL,13
13/05/2018,URBANA,114
14/05/2018,RURAL,10
14/05/2018,URBANA,95
15/05/2018,RURAL,11
15/05/2018,URBANA,165
16/05/2018,RURAL,8
16/05/2018,URBANA,155
17/05/2018,RURAL,13
17/05/2018,URBANA,140
18/05/2018,RURAL,6
18/05/2018,URBANA,123
19/05/2018,RURAL,4
19/05/2018,URBANA,101
20/05/2018,RURAL,16
20/05/2018,URBANA,134
21/05/2018,RURAL,7
21/05/2018,URBANA,149
22/05/2018,RURAL,15
22/05/2018,URBANA,147
23/05/2018,RURAL,15
23/05/2018,URBANA,124
24/05/2018,RURAL,10
24/05/2018,URBANA,146
25/05/2018,RURAL,9
25/05/2018,URBANA,149
26/05/2018,RURAL,4
26/05/2018,URBANA,78
27/05/2018,RURAL,5
27/05/2018,URBANA,108
28/05/2018,RURAL,15
28/05/2018,URBANA,137
29/05/2018,RURAL,5
29/05/2018,URBANA,138
30/05/2018,RURAL,3
30/05/2018,URBANA,168
31/05/2018,RURAL,11
31/05/2018,URBANA,119
01/06/2018,RURAL,14
01/06/2018,URBANA,135
02/06/2018,RURAL,10
02/06/2018,URBANA,132
03/06/2018,RURAL,12
03/06/2018,URBANA,105
04/06/2018,RURAL,8
04/06/2018,URBANA,85
05/06/2018,RURAL,20
05/06/2018,URBANA,117
06/06/2018,RURAL,7
06/06/2018,URBANA,122
07/06/2018,RURAL,4
07/06/2018,URBANA,115
08/06/2018,RURAL,16
08/06/2018,URBANA,119
09/06/2018,RURAL,14
09/06/2018,URBANA,95
10/06/2018,RURAL,18
10/06/2018,URBANA,127
11/06/2018,RURAL,5
11/06/2018,URBANA,99
12/06/2018,RURAL,8
12/06/2018,URBANA,123
13/06/2018,RURAL,7
13/06/2018,URBANA,133
14/06/2018,RURAL,11
14/06/2018,URBANA,122
15/06/2018,RURAL,8
15/06/2018,URBANA,114
16/06/2018,RURAL,5
16/06/2018,URBANA,98
17/06/2018,RURAL,2
17/06/2018,URBANA,96
18/06/2018,RURAL,10
18/06/2018,URBANA,128
19/06/2018,RURAL,13
19/06/2018,URBANA,120
20/06/2018,RURAL,14
20/06/2018,URBANA,127
21/06/2018,RURAL,8
21/06/2018,URBANA,86
22/06/2018,RURAL,14
22/06/2018,URBANA,90
23/06/2018,RURAL,5
23/06/2018,URBANA,58
24/06/2018,RURAL,16
24/06/2018,URBANA,112
25/06/2018,RURAL,6
25/06/2018,URBANA,83
26/06/2018,RURAL,4
26/06/2018,URBANA,99
27/06/2018,RURAL,6
27/06/2018,URBANA,79
28/06/2018,RURAL,1
28/06/2018,URBANA,98
29/06/2018,RURAL,1
29/06/2018,URBANA,82
30/06/2018,RURAL,2
30/06/2018,URBANA,54
01/07/2018,RURAL,7
01/07/2018,URBANA,51
02/07/2018,RURAL,9
02/07/2018,URBANA,51
03/07/2018,RURAL,3
03/07/2018,URBANA,77
04/07/2018,RURAL,6
04/07/2018,URBANA,82
05/07/2018,RURAL,1
05/07/2018,URBANA,48
06/07/2018,RURAL,1
06/07/2018,URBANA,34
07/07/2018,RURAL,1
07/07/2018,URBANA,9
08/07/2018,URBANA,1
