Fecha,Sexo,CantidadTotal
02/03/2018,MASCULINO,7
03/03/2018,FEMENINO,48
03/03/2018,MASCULINO,11
04/03/2018,FEMENINO,54
04/03/2018,MASCULINO,6
05/03/2018,-,1
05/03/2018,FEMENINO,66
05/03/2018,MASCULINO,8
06/03/2018,-,2
06/03/2018,FEMENINO,51
06/03/2018,MASCULINO,9
07/03/2018,FEMENINO,43
07/03/2018,MASCULINO,13
08/03/2018,FEMENINO,66
08/03/2018,MASCULINO,9
09/03/2018,FEMENINO,53
09/03/2018,MASCULINO,9
10/03/2018,FEMENINO,61
10/03/2018,MASCULINO,5
11/03/2018,FEMENINO,63
11/03/2018,MASCULINO,9
12/03/2018,FEMENINO,81
12/03/2018,MASCULINO,10
13/03/2018,FEMENINO,78
13/03/2018,MASCULINO,13
14/03/2018,FEMENINO,75
14/03/2018,MASCULINO,13
15/03/2018,FEMENINO,69
15/03/2018,MASCULINO,14
16/03/2018,FEMENINO,52
16/03/2018,MASCULINO,14
17/03/2018,FEMENINO,40
17/03/2018,MASCULINO,8
18/03/2018,FEMENINO,59
18/03/2018,MASCULINO,11
19/03/2018,FEMENINO,54
19/03/2018,MASCULINO,7
20/03/2018,FEMENINO,78
20/03/2018,MASCULINO,13
21/03/2018,FEMENINO,60
21/03/2018,MASCULINO,8
22/03/2018,FEMENINO,81
22/03/2018,MASCULINO,8
23/03/2018,FEMENINO,55
23/03/2018,MASCULINO,12
24/03/2018,FEMENINO,42
24/03/2018,MASCULINO,6
25/03/2018,FEMENINO,48
25/03/2018,MASCULINO,4
26/03/2018,FEMENINO,47
26/03/2018,MASCULINO,7
27/03/2018,FEMENINO,61
27/03/2018,MASCULINO,6
28/03/2018,FEMENINO,48
28/03/2018,MASCULINO,11
29/03/2018,FEMENINO,32
29/03/2018,MASCULINO,6
30/03/2018,FEMENINO,31
30/03/2018,MASCULINO,3
31/03/2018,FEMENINO,30
31/03/2018,MASCULINO,5
01/04/2018,FEMENINO,62
01/04/2018,MASCULINO,9
02/04/2018,FEMENINO,62
02/04/2018,MASCULINO,11
03/04/2018,FEMENINO,64
03/04/2018,MASCULINO,9
04/04/2018,FEMENINO,71
04/04/2018,MASCULINO,6
05/04/2018,FEMENINO,56
05/04/2018,MASCULINO,17
06/04/2018,FEMENINO,67
06/04/2018,MASCULINO,8
07/04/2018,FEMENINO,57
07/04/2018,MASCULINO,6
08/04/2018,FEMENINO,57
08/04/2018,MASCULINO,8
09/04/2018,FEMENINO,66
09/04/2018,MASCULINO,7
10/04/2018,FEMENINO,62
10/04/2018,MASCULINO,9
11/04/2018,-,1
11/04/2018,FEMENINO,64
11/04/2018,MASCULINO,9
12/04/2018,-,1
12/04/2018,FEMENINO,60
12/04/2018,MASCULINO,9
13/04/2018,FEMENINO,52
13/04/2018,MASCULINO,10
14/04/2018,FEMENINO,43
14/04/2018,MASCULINO,9
15/04/2018,FEMENINO,76
15/04/2018,MASCULINO,6
16/04/2018,FEMENINO,96
16/04/2018,MASCULINO,8
17/04/2018,FEMENINO,76
17/04/2018,MASCULINO,12
18/04/2018,FEMENINO,78
18/04/2018,MASCULINO,10
19/04/2018,FEMENINO,63
19/04/2018,MASCULINO,6
20/04/2018,FEMENINO,78
20/04/2018,MASCULINO,12
21/04/2018,FEMENINO,62
21/04/2018,MASCULINO,5
22/04/2018,FEMENINO,62
22/04/2018,MASCULINO,6
23/04/2018,FEMENINO,44
23/04/2018,MASCULINO,7
24/04/2018,FEMENINO,74
24/04/2018,MASCULINO,6
25/04/2018,FEMENINO,55
25/04/2018,MASCULINO,5
26/04/2018,FEMENINO,48
26/04/2018,MASCULINO,14
27/04/2018,-,1
27/04/2018,FEMENINO,57
27/04/2018,MASCULINO,14
28/04/2018,FEMENINO,69
28/04/2018,MASCULINO,8
29/04/2018,FEMENINO,50
29/04/2018,MASCULINO,7
30/04/2018,FEMENINO,55
30/04/2018,MASCULINO,8
01/05/2018,FEMENINO,62
01/05/2018,MASCULINO,11
02/05/2018,FEMENINO,56
02/05/2018,MASCULINO,15
03/05/2018,FEMENINO,62
03/05/2018,MASCULINO,9
04/05/2018,FEMENINO,48
04/05/2018,MASCULINO,6
05/05/2018,FEMENINO,61
05/05/2018,MASCULINO,7
06/05/2018,FEMENINO,48
06/05/2018,MASCULINO,8
07/05/2018,FEMENINO,61
07/05/2018,MASCULINO,8
08/05/2018,-,2
08/05/2018,FEMENINO,52
08/05/2018,MASCULINO,9
09/05/2018,FEMENINO,63
09/05/2018,MASCULINO,8
10/05/2018,-,2
10/05/2018,FEMENINO,41
10/05/2018,MASCULINO,15
11/05/2018,-,1
11/05/2018,FEMENINO,57
11/05/2018,MASCULINO,8
12/05/2018,FEMENINO,55
12/05/2018,MASCULINO,10
13/05/2018,FEMENINO,56
13/05/2018,MASCULINO,7
14/05/2018,FEMENINO,47
14/05/2018,MASCULINO,6
15/05/2018,FEMENINO,66
15/05/2018,MASCULINO,12
16/05/2018,FEMENINO,69
16/05/2018,MASCULINO,12
17/05/2018,FEMENINO,77
17/05/2018,MASCULINO,6
18/05/2018,FEMENINO,51
18/05/2018,MASCULINO,6
19/05/2018,FEMENINO,39
19/05/2018,MASCULINO,6
20/05/2018,FEMENINO,59
20/05/2018,MASCULINO,13
21/05/2018,FEMENINO,39
21/05/2018,MASCULINO,8
22/05/2018,-,1
22/05/2018,FEMENINO,55
22/05/2018,MASCULINO,15
23/05/2018,-,1
23/05/2018,FEMENINO,67
23/05/2018,MASCULINO,15
24/05/2018,FEMENINO,59
24/05/2018,MASCULINO,8
25/05/2018,FEMENINO,49
25/05/2018,MASCULINO,13
26/05/2018,FEMENINO,50
26/05/2018,MASCULINO,10
27/05/2018,FEMENINO,46
27/05/2018,MASCULINO,7
28/05/2018,FEMENINO,76
28/05/2018,MASCULINO,9
29/05/2018,FEMENINO,71
29/05/2018,MASCULINO,9
30/05/2018,FEMENINO,55
30/05/2018,MASCULINO,10
31/05/2018,FEMENINO,58
31/05/2018,MASCULINO,9
01/06/2018,FEMENINO,79
01/06/2018,MASCULINO,8
02/06/2018,FEMENINO,41
02/06/2018,MASCULINO,11
03/06/2018,FEMENINO,60
03/06/2018,MASCULINO,7
04/06/2018,FEMENINO,33
04/06/2018,MASCULINO,8
05/06/2018,FEMENINO,44
05/06/2018,MASCULINO,10
06/06/2018,FEMENINO,54
06/06/2018,MASCULINO,6
07/06/2018,FEMENINO,37
07/06/2018,MASCULINO,11
08/06/2018,FEMENINO,49
08/06/2018,MASCULINO,6
09/06/2018,FEMENINO,51
09/06/2018,MASCULINO,8
10/06/2018,FEMENINO,48
10/06/2018,MASCULINO,9
11/06/2018,FEMENINO,52
11/06/2018,MASCULINO,7
12/06/2018,FEMENINO,58
12/06/2018,MASCULINO,5
13/06/2018,FEMENINO,44
13/06/2018,MASCULINO,8
14/06/2018,-,1
14/06/2018,FEMENINO,32
14/06/2018,MASCULINO,9
15/06/2018,FEMENINO,47
15/06/2018,MASCULINO,8
16/06/2018,FEMENINO,26
16/06/2018,MASCULINO,4
17/06/2018,FEMENINO,33
17/06/2018,MASCULINO,5
18/06/2018,FEMENINO,50
18/06/2018,MASCULINO,12
19/06/2018,FEMENINO,32
19/06/2018,MASCULINO,7
20/06/2018,FEMENINO,34
20/06/2018,MASCULINO,5
21/06/2018,FEMENINO,33
21/06/2018,MASCULINO,12
22/06/2018,FEMENINO,40
22/06/2018,MASCULINO,5
23/06/2018,FEMENINO,30
23/06/2018,MASCULINO,1
24/06/2018,FEMENINO,49
24/06/2018,MASCULINO,4
25/06/2018,FEMENINO,49
25/06/2018,MASCULINO,9
26/06/2018,FEMENINO,34
26/06/2018,MASCULINO,8
27/06/2018,FEMENINO,35
27/06/2018,MASCULINO,10
28/06/2018,FEMENINO,29
28/06/2018,MASCULINO,7
29/06/2018,FEMENINO,36
29/06/2018,MASCULINO,4
30/06/2018,FEMENINO,27
30/06/2018,MASCULINO,4
01/07/2018,FEMENINO,35
01/07/2018,MASCULINO,6
02/07/2018,FEMENINO,28
02/07/2018,MASCULINO,4
03/07/2018,FEMENINO,36
03/07/2018,MASCULINO,5
04/07/2018,FEMENINO,39
04/07/2018,MASCULINO,3
05/07/2018,FEMENINO,19
05/07/2018,MASCULINO,6
06/07/2018,FEMENINO,12
06/07/2018,MASCULINO,1
07/07/2018,FEMENINO,5
08/07/2018,FEMENINO,3
