Fecha de la Plenaria,Nombre del Senador,Resultado
05/02/2017,Enríquez Rosero Manuel Mesías,Si
05/02/2017,Galán Pachón Juan Manuel,Si
05/02/2017,Galvis Méndez Daira,Si
05/02/2017,García Realpe Guillermo,Si
05/02/2017,Gerlein Echeverría Roberto,Si
05/02/2017,Guerra de la Espriella Antonio del Cristo,Si
05/02/2017,López Maya Alexánder,Si
05/02/2017,Mora Jaramillo Manuel Guillermo,Si
05/02/2017,Name Cardozo José David,Si
05/02/2017,Pedraza Gutiérrez Jorge Hernando,Si
05/02/2017,Restrepo Escobar Juan Carlos,Si
05/02/2017,Robledo Castillo Jorge Enrique,Si
05/02/2017,Rodríguez Sarmiento Milton Arlex,Si
05/02/2017,Sierra Grajales Luis Emilio,Si
05/02/2017,Velasco Chaves  Luis Fernando,Si
05/02/2017,Aguilar Hurtado Nerthink Mauricio,Si
05/02/2017,Avirama Avirama Marco Aníbal,Si
05/02/2017,Barreras Montealegre Roy Leonardo,Si
05/02/2017,Besaile Fayad Musa,Si
05/02/2017,Elías Vidal Bernardo Miguel,Si
05/02/2017,Hoyos Giraldo Germán Darío,Si
05/02/2017,Lizcano Arango Oscar Mauricio,Si
05/02/2017,Martínez Aristizábal Maritza,Si
05/02/2017,García Burgos Nora María,Si
05/02/2017,Merheg Marun Juan Samy,Si
05/02/2017,Paredes Aguirre Myriam Alicia,Si
05/02/2017,Suárez Mira Olga Lucía,Si
05/02/2017,Tamayo Tamayo Fernando Eustacio,Si
05/02/2017,Casado de López Arleth Patricia,Si
05/02/2017,Delgado Ruiz Édinson,Si
05/02/2017,Durán Barrera Jaime Enrique,Si
05/02/2017,García Turbay Lidio,Si
05/02/2017,Santos Marín Guillermo Antonio,Si
05/02/2017,Villalba Mosquera Rodrigo,Si
05/02/2017,Correa Jiménez Antonio José,Si
05/02/2017,García Romero Teresita,No
05/02/2017,Guerra Sotto Julio Miguel,Si
05/02/2017,Motoa Solarte Carlos Fernando,Si
05/02/2017,Name Iván Leonidas,Si
05/02/2017,Vega Quiroz Doris Clemencia,Si
05/02/2017,Andrade Casamá Luis Evelis,Si
05/02/2017,Castilla Salazar Jesús Alberto,Si
05/02/2017,Cepeda Castro Iván,Si
05/02/2017,Niño Avendaño Senén Segundo,Si
05/02/2017,López Hernández Claudia Nayibe,No
05/02/2017,Navarro Wolff Antonio José,No
05/02/2017,Ospina Gómez Jorge Iván,Si
05/02/2017,Prieto Riveros Jorge Eliécer,Si
05/02/2017,Dusan Albin Velez Trujillo,Si
05/02/2017,Martínez Rosales Rosmery,Si
05/02/2017,Varón Cotrino Germán,Si
05/02/2017,Alvarez Montenegro Javier Tato,No
05/02/2017,Cristo Bustos Andrés,Si
05/02/2017,Fernández Alcocer Mario Alberto,No
05/02/2017,Gaviria Correa Sofía Alejandra,Si
05/02/2017,Morales Hoyos Viviane,Si
05/02/2017,Serpa Uribe Horacio,Si
05/02/2017,Acuña  Díaz Laureano Augusto,No
05/02/2017,Blel Scaf Nadya Georgette,Si
05/02/2017,Delgado Martínez Javier Mauricio,Si
05/02/2017,Gómez Jiménez Juan Diego,No
05/02/2017,Osorio  Salgado Nidia Marcela,Si
05/02/2017,Pestana Rojas Yamina del Carmen,Si
05/02/2017,Araújo Rumié Fernando Nicolás,Si
05/02/2017,Bustamante García Everth,Si
05/02/2017,Cabrales Castillo Daniel  Alberto,Si
05/02/2017,Castañeda Serrano Orlando,Si
05/02/2017,Correa  Borrero Susana,Si
05/02/2017,Duque Márquez Iván,Si
05/02/2017,Gaviria Vélez José  Obdulio,Si
05/02/2017,Baron Neira Leon Rigoberto,Si
05/02/2017,Holguín Moreno Paola  Andrea,Si
05/02/2017,Macías Tovar Ernesto,Si
05/02/2017,Mejía Mejía Carlos  Felipe,Si
05/02/2017,Ramos Maya Alfredo,Si
05/02/2017,Rangel  Suárez Alfredo,Si
05/02/2017,Tovar Rey Nohora  Stella,Si
05/02/2017,Uribe Vélez Álvaro,Si
05/02/2017,Valencia  Laserna Paloma,Si
05/02/2017,Guerra  de la Espriella Maria del Rosario,Si
05/02/2017,Amín Hernández Jaime Alejandro,Si
05/02/2017,Henríquez Pinedo Honorio Miguel,Si
05/02/2017,Amín Escaf Miguel,Si
05/02/2017,Cabrera Báez Ángel Custodio,Si
05/02/2017,Chamorro  Cruz William Jimmy,Si
05/02/2017,García Zuccardi Andrés,Si
05/02/2017,Gnecco Zuleta José  Alfredo,Si
05/02/2017,Pulgar Daza Eduardo Enrique,No
05/02/2017,Villadiego Villadiego Sandra  Elena,Si
05/02/2017,Rodríguez Rengifo Roosvelt,Si
05/03/2017,Gechen Turbay  Jorge Eduardo,Si
05/03/2017,Vega  de Plazas Ruby Thania,Si
05/03/2017,Andrade Serrano Hernán Francisco,Si
05/03/2017,Asthon Giraldo Álvaro Antonio,Si
05/03/2017,Benedetti Villaneda Armando Alberto,Si
05/03/2017,Celis Carrillo Bernabé,Si
05/03/2017,Cepeda Sarabia Efraín José,Si
05/03/2017,Corzo Román Juan Manuel,Si
05/03/2017,Char Chaljub Arturo,Si
05/03/2017,Duque Garcia Luis Fernando,Si
05/03/2017,Enríquez Maya Carlos Eduardo,Si
05/03/2017,Enríquez Rosero Manuel Mesías,Si
05/03/2017,Galán Pachón Juan Manuel,Si
05/03/2017,Galvis Méndez Daira,Si
05/03/2017,García Realpe Guillermo,Si
05/03/2017,Gerlein Echeverría Roberto,Si
05/03/2017,Guerra de la Espriella Antonio del Cristo,Si
05/03/2017,López Maya Alexánder,No
05/03/2017,Mora Jaramillo Manuel Guillermo,Si
05/03/2017,Name Cardozo José David,Si
05/03/2017,Pedraza Gutiérrez Jorge Hernando,Si
05/03/2017,Restrepo Escobar Juan Carlos,Si
05/03/2017,Robledo Castillo Jorge Enrique,Si
05/03/2017,Rodríguez Sarmiento Milton Arlex,Si
05/03/2017,Sierra Grajales Luis Emilio,Si
05/03/2017,Velasco Chaves  Luis Fernando,Si
05/03/2017,Aguilar Hurtado Nerthink Mauricio,Si
05/03/2017,Avirama Avirama Marco Aníbal,Si
05/03/2017,Barreras Montealegre Roy Leonardo,Si
05/03/2017,Besaile Fayad Musa,Si
05/03/2017,Elías Vidal Bernardo Miguel,Si
05/03/2017,Hoyos Giraldo Germán Darío,Si
05/03/2017,Lizcano Arango Oscar Mauricio,Si
05/03/2017,Martínez Aristizábal Maritza,Si
05/03/2017,García Burgos Nora María,Si
05/03/2017,Merheg Marun Juan Samy,Si
05/03/2017,Paredes Aguirre Myriam Alicia,Si
05/03/2017,Suárez Mira Olga Lucía,Si
05/03/2017,Tamayo Tamayo Fernando Eustacio,Si
05/03/2017,Casado de López Arleth Patricia,Si
05/03/2017,Delgado Ruiz Édinson,Si
05/03/2017,Durán Barrera Jaime Enrique,Si
05/03/2017,García Turbay Lidio,Si
05/03/2017,Santos Marín Guillermo Antonio,Si
05/03/2017,Villalba Mosquera Rodrigo,Si
05/03/2017,Correa Jiménez Antonio José,Si
05/03/2017,García Romero Teresita,No
05/03/2017,Guerra Sotto Julio Miguel,Si
05/03/2017,Motoa Solarte Carlos Fernando,Si
05/03/2017,Name Iván Leonidas,Si
05/03/2017,Vega Quiroz Doris Clemencia,Si
05/03/2017,Andrade Casamá Luis Evelis,Si
05/03/2017,Castilla Salazar Jesús Alberto,Si
05/03/2017,Cepeda Castro Iván,Si
05/03/2017,Niño Avendaño Senén Segundo,Si
05/03/2017,López Hernández Claudia Nayibe,Si
05/03/2017,Navarro Wolff Antonio José,No
05/03/2017,Ospina Gómez Jorge Iván,Si
05/03/2017,Prieto Riveros Jorge Eliécer,Si
05/03/2017,Dusan Albin Velez Trujillo,Si
05/03/2017,Martínez Rosales Rosmery,Si
05/03/2017,Varón Cotrino Germán,Si
05/03/2017,Alvarez Montenegro Javier Tato,Si
05/03/2017,Cristo Bustos Andrés,Si
05/03/2017,Fernández Alcocer Mario Alberto,Si
05/03/2017,Gaviria Correa Sofía Alejandra,Si
05/03/2017,Morales Hoyos Viviane,Si
05/03/2017,Serpa Uribe Horacio,Si
05/03/2017,Acuña  Díaz Laureano Augusto,No
05/03/2017,Blel Scaf Nadya Georgette,Si
05/03/2017,Delgado Martínez Javier Mauricio,Si
05/03/2017,Gómez Jiménez Juan Diego,No
05/03/2017,Osorio  Salgado Nidia Marcela,Si
05/03/2017,Pestana Rojas Yamina del Carmen,Si
05/03/2017,Araújo Rumié Fernando Nicolás,Si
05/03/2017,Bustamante García Everth,Si
05/03/2017,Cabrales Castillo Daniel  Alberto,Si
05/03/2017,Castañeda Serrano Orlando,Si
05/03/2017,Correa  Borrero Susana,Si
05/03/2017,Duque Márquez Iván,Si
05/03/2017,Gaviria Vélez José  Obdulio,Si
05/03/2017,Baron Neira Leon Rigoberto,Si
05/03/2017,Holguín Moreno Paola  Andrea,Si
05/03/2017,Macías Tovar Ernesto,Si
05/03/2017,Mejía Mejía Carlos  Felipe,Si
05/03/2017,Ramos Maya Alfredo,Si
05/03/2017,Rangel  Suárez Alfredo,Si
05/03/2017,Tovar Rey Nohora  Stella,Si
05/03/2017,Uribe Vélez Álvaro,Si
05/03/2017,Valencia  Laserna Paloma,Si
05/03/2017,Guerra  de la Espriella Maria del Rosario,Si
05/03/2017,Amín Hernández Jaime Alejandro,Si
05/03/2017,Henríquez Pinedo Honorio Miguel,Si
05/03/2017,Amín Escaf Miguel,Si
05/03/2017,Cabrera Báez Ángel Custodio,Si
05/03/2017,Chamorro  Cruz William Jimmy,Si
05/03/2017,García Zuccardi Andrés,Si
05/03/2017,Gnecco Zuleta José  Alfredo,Si
05/03/2017,Pulgar Daza Eduardo Enrique,No
05/03/2017,Villadiego Villadiego Sandra  Elena,Si
05/03/2017,Rodríguez Rengifo Roosvelt,Si
05/09/2017,Gechen Turbay  Jorge Eduardo,Si
05/09/2017,Vega  de Plazas Ruby Thania,Si
05/09/2017,Andrade Serrano Hernán Francisco,No
05/09/2017,Asthon Giraldo Álvaro Antonio,Si
05/09/2017,Benedetti Villaneda Armando Alberto,Si
05/09/2017,Celis Carrillo Bernabé,Si
05/09/2017,Cepeda Sarabia Efraín José,Si
05/09/2017,Corzo Román Juan Manuel,No
05/09/2017,Char Chaljub Arturo,Si
05/09/2017,Duque Garcia Luis Fernando,Si
05/09/2017,Enríquez Maya Carlos Eduardo,Si
05/09/2017,Enríquez Rosero Manuel Mesías,Si
05/09/2017,Galán Pachón Juan Manuel,Si
05/09/2017,Galvis Méndez Daira,No
05/09/2017,García Realpe Guillermo,Si
05/09/2017,Gerlein Echeverría Roberto,Si
05/09/2017,Guerra de la Espriella Antonio del Cristo,Si
05/09/2017,López Maya Alexánder,Si
05/09/2017,Mora Jaramillo Manuel Guillermo,Si
05/09/2017,Name Cardozo José David,Si
05/09/2017,Pedraza Gutiérrez Jorge Hernando,No
05/09/2017,Restrepo Escobar Juan Carlos,Si
05/09/2017,Robledo Castillo Jorge Enrique,Si
05/09/2017,Rodríguez Sarmiento Milton Arlex,Si
05/09/2017,Sierra Grajales Luis Emilio,No
05/09/2017,Velasco Chaves  Luis Fernando,Si
05/09/2017,Aguilar Hurtado Nerthink Mauricio,Si
05/09/2017,Avirama Avirama Marco Aníbal,Si
05/09/2017,Barreras Montealegre Roy Leonardo,Si
05/09/2017,Besaile Fayad Musa,No
05/09/2017,Elías Vidal Bernardo Miguel,Si
05/09/2017,Hoyos Giraldo Germán Darío,Si
05/09/2017,Lizcano Arango Oscar Mauricio,No
05/09/2017,Martínez Aristizábal Maritza,Si
05/09/2017,García Burgos Nora María,No
05/09/2017,Merheg Marun Juan Samy,Si
05/09/2017,Paredes Aguirre Myriam Alicia,Si
05/09/2017,Suárez Mira Olga Lucía,Si
05/09/2017,Tamayo Tamayo Fernando Eustacio,Si
05/09/2017,Casado de López Arleth Patricia,Si
05/09/2017,Delgado Ruiz Édinson,Si
05/09/2017,Durán Barrera Jaime Enrique,No
05/09/2017,García Turbay Lidio,Si
05/09/2017,Santos Marín Guillermo Antonio,Si
05/09/2017,Villalba Mosquera Rodrigo,Si
05/09/2017,Correa Jiménez Antonio José,No
05/09/2017,García Romero Teresita,Si
05/09/2017,Guerra Sotto Julio Miguel,Si
05/09/2017,Motoa Solarte Carlos Fernando,No
05/09/2017,Name Iván Leonidas,Si
05/09/2017,Vega Quiroz Doris Clemencia,Si
05/09/2017,Andrade Casamá Luis Evelis,Si
05/09/2017,Castilla Salazar Jesús Alberto,No
05/09/2017,Cepeda Castro Iván,No
05/09/2017,Niño Avendaño Senén Segundo,Si
05/09/2017,López Hernández Claudia Nayibe,Si
05/09/2017,Navarro Wolff Antonio José,Si
05/09/2017,Ospina Gómez Jorge Iván,Si
05/09/2017,Prieto Riveros Jorge Eliécer,Si
05/09/2017,Dusan Albin Velez Trujillo,No
05/09/2017,Martínez Rosales Rosmery,Si
05/09/2017,Varón Cotrino Germán,Si
05/09/2017,Alvarez Montenegro Javier Tato,Si
05/09/2017,Cristo Bustos Andrés,No
05/09/2017,Fernández Alcocer Mario Alberto,No
05/09/2017,Gaviria Correa Sofía Alejandra,Si
05/09/2017,Morales Hoyos Viviane,No
05/09/2017,Serpa Uribe Horacio,Si
05/09/2017,Acuña  Díaz Laureano Augusto,Si
05/09/2017,Blel Scaf Nadya Georgette,Si
05/09/2017,Delgado Martínez Javier Mauricio,No
05/09/2017,Gómez Jiménez Juan Diego,No
05/09/2017,Osorio  Salgado Nidia Marcela,No
05/09/2017,Pestana Rojas Yamina del Carmen,Si
05/09/2017,Araújo Rumié Fernando Nicolás,Si
05/09/2017,Bustamante García Everth,Si
05/09/2017,Cabrales Castillo Daniel  Alberto,Si
05/09/2017,Castañeda Serrano Orlando,Si
05/09/2017,Correa  Borrero Susana,Si
05/09/2017,Duque Márquez Iván,Si
05/09/2017,Gaviria Vélez José  Obdulio,Si
05/09/2017,Baron Neira Leon Rigoberto,Si
05/09/2017,Holguín Moreno Paola  Andrea,Si
05/09/2017,Macías Tovar Ernesto,Si
05/09/2017,Mejía Mejía Carlos  Felipe,Si
05/09/2017,Ramos Maya Alfredo,Si
05/09/2017,Rangel  Suárez Alfredo,No
05/09/2017,Tovar Rey Nohora  Stella,Si
05/09/2017,Uribe Vélez Álvaro,Si
05/09/2017,Valencia  Laserna Paloma,Si
05/09/2017,Guerra  de la Espriella Maria del Rosario,Si
05/09/2017,Amín Hernández Jaime Alejandro,Si
05/09/2017,Henríquez Pinedo Honorio Miguel,Si
05/09/2017,Amín Escaf Miguel,Si
05/09/2017,Cabrera Báez Ángel Custodio,Si
05/09/2017,Chamorro  Cruz William Jimmy,Si
05/09/2017,García Zuccardi Andrés,No
05/09/2017,Gnecco Zuleta José  Alfredo,No
05/09/2017,Pulgar Daza Eduardo Enrique,Si
05/09/2017,Villadiego Villadiego Sandra  Elena,Si
05/09/2017,Rodríguez Rengifo Roosvelt,Si
05/10/2017,Gechen Turbay  Jorge Eduardo,Si
05/10/2017,Vega  de Plazas Ruby Thania,No
05/10/2017,Andrade Serrano Hernán Francisco,Si
05/10/2017,Asthon Giraldo Álvaro Antonio,Si
05/10/2017,Benedetti Villaneda Armando Alberto,Si
05/10/2017,Celis Carrillo Bernabé,Si
05/10/2017,Cepeda Sarabia Efraín José,Si
05/10/2017,Corzo Román Juan Manuel,Si
05/10/2017,Char Chaljub Arturo,Si
05/10/2017,Duque Garcia Luis Fernando,Si
05/10/2017,Enríquez Maya Carlos Eduardo,Si
05/10/2017,Enríquez Rosero Manuel Mesías,Si
05/10/2017,Galán Pachón Juan Manuel,Si
05/10/2017,Galvis Méndez Daira,Si
05/10/2017,García Realpe Guillermo,Si
05/10/2017,Gerlein Echeverría Roberto,Si
05/10/2017,Guerra de la Espriella Antonio del Cristo,Si
05/10/2017,López Maya Alexánder,Si
05/10/2017,Mora Jaramillo Manuel Guillermo,Si
05/10/2017,Name Cardozo José David,Si
05/10/2017,Pedraza Gutiérrez Jorge Hernando,Si
05/10/2017,Restrepo Escobar Juan Carlos,Si
05/10/2017,Robledo Castillo Jorge Enrique,Si
05/10/2017,Rodríguez Sarmiento Milton Arlex,Si
05/10/2017,Sierra Grajales Luis Emilio,Si
05/10/2017,Velasco Chaves  Luis Fernando,Si
05/10/2017,Aguilar Hurtado Nerthink Mauricio,Si
05/10/2017,Avirama Avirama Marco Aníbal,Si
05/10/2017,Barreras Montealegre Roy Leonardo,Si
05/10/2017,Besaile Fayad Musa,Si
05/10/2017,Elías Vidal Bernardo Miguel,Si
05/10/2017,Hoyos Giraldo Germán Darío,Si
05/10/2017,Lizcano Arango Oscar Mauricio,Si
05/10/2017,Martínez Aristizábal Maritza,Si
05/10/2017,García Burgos Nora María,Si
05/10/2017,Merheg Marun Juan Samy,Si
05/10/2017,Paredes Aguirre Myriam Alicia,Si
05/10/2017,Suárez Mira Olga Lucía,Si
05/10/2017,Tamayo Tamayo Fernando Eustacio,Si
05/10/2017,Casado de López Arleth Patricia,Si
05/10/2017,Delgado Ruiz Édinson,Si
05/10/2017,Durán Barrera Jaime Enrique,No
05/10/2017,García Turbay Lidio,Si
05/10/2017,Santos Marín Guillermo Antonio,Si
05/10/2017,Villalba Mosquera Rodrigo,Si
05/10/2017,Correa Jiménez Antonio José,Si
05/10/2017,García Romero Teresita,Si
05/10/2017,Guerra Sotto Julio Miguel,Si
05/10/2017,Motoa Solarte Carlos Fernando,Si
05/10/2017,Name Iván Leonidas,Si
05/10/2017,Vega Quiroz Doris Clemencia,Si
05/10/2017,Andrade Casamá Luis Evelis,Si
05/10/2017,Castilla Salazar Jesús Alberto,Si
05/10/2017,Cepeda Castro Iván,No
05/10/2017,Niño Avendaño Senén Segundo,Si
05/10/2017,López Hernández Claudia Nayibe,Si
05/10/2017,Navarro Wolff Antonio José,Si
05/10/2017,Ospina Gómez Jorge Iván,Si
05/10/2017,Prieto Riveros Jorge Eliécer,Si
05/10/2017,Dusan Albin Velez Trujillo,Si
05/10/2017,Martínez Rosales Rosmery,Si
05/10/2017,Varón Cotrino Germán,Si
05/10/2017,Alvarez Montenegro Javier Tato,Si
05/10/2017,Cristo Bustos Andrés,Si
05/10/2017,Fernández Alcocer Mario Alberto,Si
05/10/2017,Gaviria Correa Sofía Alejandra,Si
05/10/2017,Morales Hoyos Viviane,No
05/10/2017,Serpa Uribe Horacio,Si
05/10/2017,Acuña  Díaz Laureano Augusto,Si
05/10/2017,Blel Scaf Nadya Georgette,Si
05/10/2017,Delgado Martínez Javier Mauricio,No
05/10/2017,Gómez Jiménez Juan Diego,Si
05/10/2017,Osorio  Salgado Nidia Marcela,Si
05/10/2017,Pestana Rojas Yamina del Carmen,Si
05/10/2017,Araújo Rumié Fernando Nicolás,Si
05/10/2017,Bustamante García Everth,Si
05/10/2017,Cabrales Castillo Daniel  Alberto,Si
05/10/2017,Castañeda Serrano Orlando,Si
05/10/2017,Correa  Borrero Susana,Si
05/10/2017,Duque Márquez Iván,Si
05/10/2017,Gaviria Vélez José  Obdulio,Si
05/10/2017,Baron Neira Leon Rigoberto,Si
05/10/2017,Holguín Moreno Paola  Andrea,Si
05/10/2017,Macías Tovar Ernesto,Si
05/10/2017,Mejía Mejía Carlos  Felipe,Si
05/10/2017,Ramos Maya Alfredo,Si
05/10/2017,Rangel  Suárez Alfredo,No
05/10/2017,Tovar Rey Nohora  Stella,Si
05/10/2017,Uribe Vélez Álvaro,Si
05/10/2017,Valencia  Laserna Paloma,Si
05/10/2017,Guerra  de la Espriella Maria del Rosario,Si
05/10/2017,Amín Hernández Jaime Alejandro,Si
05/10/2017,Henríquez Pinedo Honorio Miguel,Si
05/10/2017,Amín Escaf Miguel,Si
05/10/2017,Cabrera Báez Ángel Custodio,Si
05/10/2017,Chamorro  Cruz William Jimmy,Si
05/10/2017,García Zuccardi Andrés,Si
05/10/2017,Gnecco Zuleta José  Alfredo,No
05/10/2017,Pulgar Daza Eduardo Enrique,Si
05/10/2017,Villadiego Villadiego Sandra  Elena,Si
05/10/2017,Rodríguez Rengifo Roosvelt,Si
05/16/2017,Gechen Turbay  Jorge Eduardo,Si
05/16/2017,Vega  de Plazas Ruby Thania,Si
05/16/2017,Andrade Serrano Hernán Francisco,Si
05/16/2017,Asthon Giraldo Álvaro Antonio,Si
05/16/2017,Benedetti Villaneda Armando Alberto,Si
05/16/2017,Celis Carrillo Bernabé,Si
05/16/2017,Cepeda Sarabia Efraín José,Si
05/16/2017,Corzo Román Juan Manuel,Si
05/16/2017,Char Chaljub Arturo,No
05/16/2017,Duque Garcia Luis Fernando,Si
05/16/2017,Enríquez Maya Carlos Eduardo,Si
05/16/2017,Enríquez Rosero Manuel Mesías,Si
05/16/2017,Galán Pachón Juan Manuel,Si
05/16/2017,Galvis Méndez Daira,Si
05/16/2017,García Realpe Guillermo,Si
05/16/2017,Gerlein Echeverría Roberto,Si
05/16/2017,Guerra de la Espriella Antonio del Cristo,Si
05/16/2017,López Maya Alexánder,No
05/16/2017,Mora Jaramillo Manuel Guillermo,Si
05/16/2017,Name Cardozo José David,Si
05/16/2017,Pedraza Gutiérrez Jorge Hernando,Si
05/16/2017,Restrepo Escobar Juan Carlos,Si
05/16/2017,Robledo Castillo Jorge Enrique,Si
05/16/2017,Rodríguez Sarmiento Milton Arlex,Si
05/16/2017,Sierra Grajales Luis Emilio,Si
05/16/2017,Velasco Chaves  Luis Fernando,Si
05/16/2017,Aguilar Hurtado Nerthink Mauricio,Si
05/16/2017,Avirama Avirama Marco Aníbal,Si
05/16/2017,Barreras Montealegre Roy Leonardo,Si
05/16/2017,Besaile Fayad Musa,Si
05/16/2017,Elías Vidal Bernardo Miguel,Si
05/16/2017,Hoyos Giraldo Germán Darío,No
05/16/2017,Lizcano Arango Oscar Mauricio,Si
05/16/2017,Martínez Aristizábal Maritza,Si
05/16/2017,García Burgos Nora María,Si
05/16/2017,Merheg Marun Juan Samy,Si
05/16/2017,Paredes Aguirre Myriam Alicia,Si
05/16/2017,Suárez Mira Olga Lucía,Si
05/16/2017,Tamayo Tamayo Fernando Eustacio,Si
05/16/2017,Casado de López Arleth Patricia,Si
05/16/2017,Delgado Ruiz Édinson,Si
05/16/2017,Durán Barrera Jaime Enrique,Si
05/16/2017,García Turbay Lidio,Si
05/16/2017,Santos Marín Guillermo Antonio,Si
05/16/2017,Villalba Mosquera Rodrigo,Si
05/16/2017,Correa Jiménez Antonio José,Si
05/16/2017,García Romero Teresita,No
05/16/2017,Guerra Sotto Julio Miguel,Si
05/16/2017,Motoa Solarte Carlos Fernando,Si
05/16/2017,Name Iván Leonidas,Si
05/16/2017,Vega Quiroz Doris Clemencia,Si
05/16/2017,Andrade Casamá Luis Evelis,Si
05/16/2017,Castilla Salazar Jesús Alberto,Si
05/16/2017,Cepeda Castro Iván,Si
05/16/2017,Niño Avendaño Senén Segundo,Si
05/16/2017,López Hernández Claudia Nayibe,Si
05/16/2017,Navarro Wolff Antonio José,Si
05/16/2017,Ospina Gómez Jorge Iván,Si
05/16/2017,Prieto Riveros Jorge Eliécer,Si
05/16/2017,Dusan Albin Velez Trujillo,Si
05/16/2017,Martínez Rosales Rosmery,Si
05/16/2017,Varón Cotrino Germán,Si
05/16/2017,Alvarez Montenegro Javier Tato,Si
05/16/2017,Cristo Bustos Andrés,Si
05/16/2017,Fernández Alcocer Mario Alberto,Si
05/16/2017,Gaviria Correa Sofía Alejandra,Si
05/16/2017,Morales Hoyos Viviane,Si
05/16/2017,Serpa Uribe Horacio,Si
05/16/2017,Acuña  Díaz Laureano Augusto,No
05/16/2017,Blel Scaf Nadya Georgette,Si
05/16/2017,Delgado Martínez Javier Mauricio,Si
05/16/2017,Gómez Jiménez Juan Diego,Si
05/16/2017,Osorio  Salgado Nidia Marcela,Si
05/16/2017,Pestana Rojas Yamina del Carmen,Si
05/16/2017,Araújo Rumié Fernando Nicolás,Si
05/16/2017,Bustamante García Everth,Si
05/16/2017,Cabrales Castillo Daniel  Alberto,Si
05/16/2017,Castañeda Serrano Orlando,Si
05/16/2017,Correa  Borrero Susana,Si
05/16/2017,Duque Márquez Iván,Si
05/16/2017,Gaviria Vélez José  Obdulio,Si
05/16/2017,Baron Neira Leon Rigoberto,Si
05/16/2017,Holguín Moreno Paola  Andrea,Si
05/16/2017,Macías Tovar Ernesto,Si
05/16/2017,Mejía Mejía Carlos  Felipe,Si
05/16/2017,Ramos Maya Alfredo,Si
05/16/2017,Rangel  Suárez Alfredo,Si
05/16/2017,Tovar Rey Nohora  Stella,Si
05/16/2017,Uribe Vélez Álvaro,Si
05/16/2017,Valencia  Laserna Paloma,Si
05/16/2017,Guerra  de la Espriella Maria del Rosario,Si
05/16/2017,Amín Hernández Jaime Alejandro,Si
05/16/2017,Henríquez Pinedo Honorio Miguel,Si
05/16/2017,Amín Escaf Miguel,Si
05/16/2017,Cabrera Báez Ángel Custodio,No
05/16/2017,Chamorro  Cruz William Jimmy,Si
05/16/2017,García Zuccardi Andrés,Si
05/16/2017,Gnecco Zuleta José  Alfredo,Si
05/16/2017,Pulgar Daza Eduardo Enrique,Si
05/16/2017,Villadiego Villadiego Sandra  Elena,Si
05/16/2017,Rodríguez Rengifo Roosvelt,Si
05/17/2017,Gechen Turbay  Jorge Eduardo,Si
05/17/2017,Vega  de Plazas Ruby Thania,Si
05/17/2017,Andrade Serrano Hernán Francisco,Si
05/17/2017,Asthon Giraldo Álvaro Antonio,Si
05/17/2017,Benedetti Villaneda Armando Alberto,Si
05/17/2017,Celis Carrillo Bernabé,Si
05/17/2017,Cepeda Sarabia Efraín José,Si
05/17/2017,Corzo Román Juan Manuel,No
05/17/2017,Char Chaljub Arturo,Si
05/17/2017,Duque Garcia Luis Fernando,Si
05/17/2017,Enríquez Maya Carlos Eduardo,Si
05/17/2017,Enríquez Rosero Manuel Mesías,Si
05/17/2017,Galán Pachón Juan Manuel,Si
05/17/2017,Galvis Méndez Daira,Si
05/17/2017,García Realpe Guillermo,Si
05/17/2017,Gerlein Echeverría Roberto,Si
05/17/2017,Guerra de la Espriella Antonio del Cristo,Si
05/17/2017,López Maya Alexánder,No
05/17/2017,Mora Jaramillo Manuel Guillermo,Si
05/17/2017,Name Cardozo José David,Si
05/17/2017,Pedraza Gutiérrez Jorge Hernando,Si
05/17/2017,Restrepo Escobar Juan Carlos,Si
05/17/2017,Robledo Castillo Jorge Enrique,No
05/17/2017,Rodríguez Sarmiento Milton Arlex,Si
05/17/2017,Sierra Grajales Luis Emilio,Si
05/17/2017,Velasco Chaves  Luis Fernando,Si
05/17/2017,Aguilar Hurtado Nerthink Mauricio,No
05/17/2017,Avirama Avirama Marco Aníbal,Si
05/17/2017,Barreras Montealegre Roy Leonardo,Si
05/17/2017,Besaile Fayad Musa,Si
05/17/2017,Elías Vidal Bernardo Miguel,Si
05/17/2017,Hoyos Giraldo Germán Darío,Si
05/17/2017,Lizcano Arango Oscar Mauricio,Si
05/17/2017,Martínez Aristizábal Maritza,Si
05/17/2017,García Burgos Nora María,Si
05/17/2017,Merheg Marun Juan Samy,Si
05/17/2017,Paredes Aguirre Myriam Alicia,Si
05/17/2017,Suárez Mira Olga Lucía,Si
05/17/2017,Tamayo Tamayo Fernando Eustacio,Si
05/17/2017,Casado de López Arleth Patricia,Si
05/17/2017,Delgado Ruiz Édinson,Si
05/17/2017,Durán Barrera Jaime Enrique,Si
05/17/2017,García Turbay Lidio,Si
05/17/2017,Santos Marín Guillermo Antonio,Si
05/17/2017,Villalba Mosquera Rodrigo,Si
05/17/2017,Correa Jiménez Antonio José,Si
05/17/2017,García Romero Teresita,Si
05/17/2017,Guerra Sotto Julio Miguel,No
05/17/2017,Motoa Solarte Carlos Fernando,Si
05/17/2017,Name Iván Leonidas,Si
05/17/2017,Vega Quiroz Doris Clemencia,Si
05/17/2017,Andrade Casamá Luis Evelis,No
