Fecha de la Plenaria,Nombre del Senador,Resultado
2017-04-25,Robledo Castillo Jorge Enrique,Si
2017-04-25,Rodriguez Sarmiento Milton Arlex,Si
2017-04-25,Sierra Grajales Luis Emilio,Si
2017-04-25,Velasco Chaves  Luis Fernando,Si
2017-04-25,Aguilar Hurtado Nerthink Mauricio,Si
2017-04-25,Avirama Avirama Marco Anibal,Si
2017-04-25,Barreras Montealegre Roy Leonardo,Si
2017-04-25,Besaile Fayad Musa,Si
2017-04-25,Elias Vidal Bernardo Miguel,Si
2017-04-25,Hoyos Giraldo German Dario,Si
2017-04-25,Lizcano Arango Oscar Mauricio,Si
2017-04-25,Martinez Aristizabal Maritza,Si
2017-04-25,Garcia Burgos Nora Maria,Si
2017-04-25,Merheg Marun Juan Samy,Si
2017-04-25,Paredes Aguirre Myriam Alicia,Si
2017-04-25,Suarez Mira Olga Lucia,Si
2017-04-25,Tamayo Tamayo Fernando Eustacio,Si
2017-04-25,Casado de Lopez Arleth Patricia,Si
2017-04-25,Delgado Ruiz Edinson,Si
2017-04-25,Duran Barrera Jaime Enrique,No
2017-04-25,Garcia Turbay Lidio,Si
2017-04-25,Santos Marin Guillermo Antonio,No
2017-04-25,Villalba Mosquera Rodrigo,Si
2017-04-25,Correa Jimenez Antonio Jose,Si
2017-04-25,Garcia Romero Teresita,Si
2017-04-25,Guerra Sotto Julio Miguel,Si
2017-04-25,Motoa Solarte Carlos Fernando,Si
2017-04-25,Name Ivan Leonidas,Si
2017-04-25,Vega Quiroz Doris Clemencia,Si
2017-04-25,Andrade Casama Luis Evelis,Si
2017-04-25,Castilla Salazar Jesus Alberto,Si
2017-04-25,Cepeda Castro Ivan,Si
2017-04-25,Niño Avendaño Senen Segundo,Si
2017-04-25,Lopez Hernandez Claudia Nayibe,Si
2017-04-25,Navarro Wolff Antonio Jose,Si
2017-04-25,Ospina Gomez Jorge Ivan,Si
2017-04-25,Prieto Riveros Jorge Eliecer,Si
2017-04-25,Dusan Albin Velez Trujillo,Si
2017-04-25,Martinez Rosales Rosmery,Si
2017-04-25,Varon Cotrino German,Si
2017-04-25,Alvarez Montenegro Javier Tato,Si
2017-04-25,Cristo Bustos Andres,Si
2017-04-25,Fernandez Alcocer Mario Alberto,Si
2017-04-25,Gaviria Correa Sofia Alejandra,Si
2017-04-25,Morales Hoyos Viviane,Si
2017-04-25,Serpa Uribe Horacio,No
2017-04-25,Acuña  Diaz Laureano Augusto,Si
2017-04-25,Blel Scaf Nadya Georgette,Si
2017-04-25,Delgado Martinez Javier Mauricio,Si
2017-04-25,Gomez Jimenez Juan Diego,Si
2017-04-25,Osorio  Salgado Nidia Marcela,Si
2017-04-25,Pestana Rojas Yamina del Carmen,Si
2017-04-25,Araujo Rumie Fernando Nicolas,Si
2017-04-25,Bustamante Garcia Everth,Si
2017-04-25,Cabrales Castillo Daniel  Alberto,Si
2017-04-25,Castañeda Serrano Orlando,Si
2017-04-25,Correa  Borrero Susana,Si
2017-04-25,Duque Marquez Ivan,Si
2017-04-25,Gaviria Velez Jose  Obdulio,Si
2017-04-25,Baron Neira Leon Rigoberto,Si
2017-04-25,Holguin Moreno Paola  Andrea,No
2017-04-25,Macias Tovar Ernesto,Si
2017-04-25,Mejia Mejia Carlos  Felipe,Si
2017-04-25,Ramos Maya Alfredo,Si
2017-04-25,Rangel  Suarez Alfredo,Si
2017-04-25,Tovar Rey Nohora  Stella,No
2017-04-25,Uribe Velez Alvaro,Si
2017-04-25,Valencia  Laserna Paloma,Si
2017-04-25,Guerra  de la Espriella Maria del Rosario,Si
2017-04-25,Amin Hernandez Jaime Alejandro,Si
2017-04-25,Henriquez Pinedo Honorio Miguel,Si
2017-04-25,Amin Escaf Miguel,Si
2017-04-25,Cabrera Baez Angel Custodio,Si
2017-04-25,Chamorro  Cruz William Jimmy,Si
2017-04-25,Garcia Zuccardi Andres,Si
2017-04-25,Gnecco Zuleta Jose  Alfredo,No
2017-04-25,Pulgar Daza Eduardo Enrique,Si
2017-04-25,Villadiego Villadiego Sandra  Elena,Si
2017-04-25,Rodriguez Rengifo Roosvelt,Si
2017-04-26,Gechen Turbay  Jorge Eduardo,Si
2017-04-26,Vega  de Plazas Ruby Thania,Si
2017-04-26,Andrade Serrano Hernan Francisco,Si
2017-04-26,Asthon Giraldo Alvaro Antonio,Si
2017-04-26,Benedetti Villaneda Armando Alberto,Si
2017-04-26,Celis Carrillo Bernabe,Si
2017-04-26,Cepeda Sarabia Efrain Jose,Si
2017-04-26,Corzo Roman Juan Manuel,Si
2017-04-26,Char Chaljub Arturo,No
2017-04-26,Duque Garcia Luis Fernando,Si
2017-04-26,Enriquez Maya Carlos Eduardo,Si
2017-04-26,Enriquez Rosero Manuel Mesias,Si
2017-04-26,Galan Pachon Juan Manuel,Si
2017-04-26,Galvis Mendez Daira,Si
2017-04-26,Garcia Realpe Guillermo,Si
2017-04-26,Gerlein Echeverria Roberto,Si
2017-04-26,Guerra de la Espriella Antonio del Cristo,Si
2017-04-26,Lopez Maya Alexander,Si
2017-04-26,Mora Jaramillo Manuel Guillermo,Si
2017-04-26,Name Cardozo Jose David,No
2017-04-26,Pedraza Gutierrez Jorge Hernando,Si
2017-04-26,Restrepo Escobar Juan Carlos,Si
2017-04-26,Robledo Castillo Jorge Enrique,Si
2017-04-26,Rodriguez Sarmiento Milton Arlex,Si
2017-04-26,Sierra Grajales Luis Emilio,Si
2017-04-26,Velasco Chaves  Luis Fernando,Si
2017-04-26,Aguilar Hurtado Nerthink Mauricio,Si
2017-04-26,Avirama Avirama Marco Anibal,Si
2017-04-26,Barreras Montealegre Roy Leonardo,Si
2017-04-26,Besaile Fayad Musa,Si
2017-04-26,Elias Vidal Bernardo Miguel,Si
2017-04-26,Hoyos Giraldo German Dario,Si
2017-04-26,Lizcano Arango Oscar Mauricio,Si
2017-04-26,Martinez Aristizabal Maritza,Si
2017-04-26,Garcia Burgos Nora Maria,Si
2017-04-26,Merheg Marun Juan Samy,Si
2017-04-26,Paredes Aguirre Myriam Alicia,Si
2017-04-26,Suarez Mira Olga Lucia,Si
2017-04-26,Tamayo Tamayo Fernando Eustacio,No
2017-04-26,Casado de Lopez Arleth Patricia,Si
2017-04-26,Delgado Ruiz Edinson,Si
2017-04-26,Duran Barrera Jaime Enrique,No
2017-04-26,Garcia Turbay Lidio,Si
2017-04-26,Santos Marin Guillermo Antonio,No
2017-04-26,Villalba Mosquera Rodrigo,Si
2017-04-26,Correa Jimenez Antonio Jose,Si
2017-04-26,Garcia Romero Teresita,Si
2017-04-26,Guerra Sotto Julio Miguel,Si
2017-04-26,Motoa Solarte Carlos Fernando,Si
2017-04-26,Name Ivan Leonidas,Si
2017-04-26,Vega Quiroz Doris Clemencia,Si
2017-04-26,Andrade Casama Luis Evelis,Si
2017-04-26,Castilla Salazar Jesus Alberto,Si
2017-04-26,Cepeda Castro Ivan,Si
2017-04-26,Niño Avendaño Senen Segundo,Si
2017-04-26,Lopez Hernandez Claudia Nayibe,Si
2017-04-26,Navarro Wolff Antonio Jose,Si
2017-04-26,Ospina Gomez Jorge Ivan,Si
2017-04-26,Prieto Riveros Jorge Eliecer,Si
2017-04-26,Dusan Albin Velez Trujillo,Si
2017-04-26,Martinez Rosales Rosmery,Si
2017-04-26,Varon Cotrino German,Si
2017-04-26,Alvarez Montenegro Javier Tato,Si
2017-04-26,Cristo Bustos Andres,Si
2017-04-26,Fernandez Alcocer Mario Alberto,Si
2017-04-26,Gaviria Correa Sofia Alejandra,No
2017-04-26,Morales Hoyos Viviane,Si
2017-04-26,Serpa Uribe Horacio,No
2017-04-26,Acuña  Diaz Laureano Augusto,Si
2017-04-26,Blel Scaf Nadya Georgette,Si
2017-04-26,Delgado Martinez Javier Mauricio,Si
2017-04-26,Gomez Jimenez Juan Diego,Si
2017-04-26,Osorio  Salgado Nidia Marcela,Si
2017-04-26,Pestana Rojas Yamina del Carmen,Si
2017-04-26,Araujo Rumie Fernando Nicolas,Si
2017-04-26,Bustamante Garcia Everth,Si
2017-04-26,Cabrales Castillo Daniel  Alberto,Si
2017-04-26,Castañeda Serrano Orlando,Si
2017-04-26,Correa  Borrero Susana,Si
2017-04-26,Duque Marquez Ivan,Si
2017-04-26,Gaviria Velez Jose  Obdulio,Si
2017-04-26,Baron Neira Leon Rigoberto,Si
2017-04-26,Holguin Moreno Paola  Andrea,Si
2017-04-26,Macias Tovar Ernesto,Si
2017-04-26,Mejia Mejia Carlos  Felipe,Si
2017-04-26,Ramos Maya Alfredo,Si
2017-04-26,Rangel  Suarez Alfredo,Si
2017-04-26,Tovar Rey Nohora  Stella,No
2017-04-26,Uribe Velez Alvaro,Si
2017-04-26,Valencia  Laserna Paloma,Si
2017-04-26,Guerra  de la Espriella Maria del Rosario,Si
2017-04-26,Amin Hernandez Jaime Alejandro,Si
2017-04-26,Henriquez Pinedo Honorio Miguel,Si
2017-04-26,Amin Escaf Miguel,Si
2017-04-26,Cabrera Baez Angel Custodio,Si
2017-04-26,Chamorro  Cruz William Jimmy,Si
2017-04-26,Garcia Zuccardi Andres,Si
2017-04-26,Gnecco Zuleta Jose  Alfredo,No
2017-04-26,Pulgar Daza Eduardo Enrique,Si
2017-04-26,Villadiego Villadiego Sandra  Elena,Si
2017-04-26,Rodriguez Rengifo Roosvelt,Si
2017-05-02,Gechen Turbay  Jorge Eduardo,Si
2017-05-02,Vega  de Plazas Ruby Thania,Si
2017-05-02,Andrade Serrano Hernan Francisco,Si
2017-05-02,Asthon Giraldo Alvaro Antonio,Si
2017-05-02,Benedetti Villaneda Armando Alberto,Si
2017-05-02,Celis Carrillo Bernabe,Si
2017-05-02,Cepeda Sarabia Efrain Jose,Si
2017-05-02,Corzo Roman Juan Manuel,Si
2017-05-02,Char Chaljub Arturo,Si
2017-05-02,Duque Garcia Luis Fernando,Si
2017-05-02,Enriquez Maya Carlos Eduardo,Si
2017-05-02,Enriquez Rosero Manuel Mesias,Si
2017-05-02,Galan Pachon Juan Manuel,Si
2017-05-02,Galvis Mendez Daira,Si
2017-05-02,Garcia Realpe Guillermo,Si
2017-05-02,Gerlein Echeverria Roberto,Si
2017-05-02,Guerra de la Espriella Antonio del Cristo,Si
2017-05-02,Lopez Maya Alexander,Si
2017-05-02,Mora Jaramillo Manuel Guillermo,Si
2017-05-02,Name Cardozo Jose David,Si
2017-05-02,Pedraza Gutierrez Jorge Hernando,Si
2017-05-02,Restrepo Escobar Juan Carlos,Si
2017-05-02,Robledo Castillo Jorge Enrique,Si
2017-05-02,Rodriguez Sarmiento Milton Arlex,Si
2017-05-02,Sierra Grajales Luis Emilio,Si
2017-05-02,Velasco Chaves  Luis Fernando,Si
2017-05-02,Aguilar Hurtado Nerthink Mauricio,Si
2017-05-02,Avirama Avirama Marco Anibal,Si
2017-05-02,Barreras Montealegre Roy Leonardo,Si
2017-05-02,Besaile Fayad Musa,Si
2017-05-02,Elias Vidal Bernardo Miguel,Si
2017-05-02,Hoyos Giraldo German Dario,Si
2017-05-02,Lizcano Arango Oscar Mauricio,Si
2017-05-02,Martinez Aristizabal Maritza,Si
2017-05-02,Garcia Burgos Nora Maria,Si
2017-05-02,Merheg Marun Juan Samy,Si
2017-05-02,Paredes Aguirre Myriam Alicia,Si
2017-05-02,Suarez Mira Olga Lucia,Si
2017-05-02,Tamayo Tamayo Fernando Eustacio,Si
2017-05-02,Casado de Lopez Arleth Patricia,Si
2017-05-02,Delgado Ruiz Edinson,Si
2017-05-02,Duran Barrera Jaime Enrique,Si
2017-05-02,Garcia Turbay Lidio,Si
2017-05-02,Santos Marin Guillermo Antonio,Si
2017-05-02,Villalba Mosquera Rodrigo,Si
2017-05-02,Correa Jimenez Antonio Jose,Si
2017-05-02,Garcia Romero Teresita,No
2017-05-02,Guerra Sotto Julio Miguel,Si
2017-05-02,Motoa Solarte Carlos Fernando,Si
2017-05-02,Name Ivan Leonidas,Si
2017-05-02,Vega Quiroz Doris Clemencia,Si
2017-05-02,Andrade Casama Luis Evelis,Si
2017-05-02,Castilla Salazar Jesus Alberto,Si
2017-05-02,Cepeda Castro Ivan,Si
2017-05-02,Niño Avendaño Senen Segundo,Si
2017-05-02,Lopez Hernandez Claudia Nayibe,No
2017-05-02,Navarro Wolff Antonio Jose,No
2017-05-02,Ospina Gomez Jorge Ivan,Si
2017-05-02,Prieto Riveros Jorge Eliecer,Si
2017-05-02,Dusan Albin Velez Trujillo,Si
2017-05-02,Martinez Rosales Rosmery,Si
2017-05-02,Varon Cotrino German,Si
2017-05-02,Alvarez Montenegro Javier Tato,No
2017-05-02,Cristo Bustos Andres,Si
2017-05-02,Fernandez Alcocer Mario Alberto,No
2017-05-02,Gaviria Correa Sofia Alejandra,Si
2017-05-02,Morales Hoyos Viviane,Si
2017-05-02,Serpa Uribe Horacio,Si
2017-05-02,Acuña  Diaz Laureano Augusto,No
2017-05-02,Blel Scaf Nadya Georgette,Si
2017-05-02,Delgado Martinez Javier Mauricio,Si
2017-05-02,Gomez Jimenez Juan Diego,No
2017-05-02,Osorio  Salgado Nidia Marcela,Si
2017-05-02,Pestana Rojas Yamina del Carmen,Si
2017-05-02,Araujo Rumie Fernando Nicolas,Si
2017-05-02,Bustamante Garcia Everth,Si
2017-05-02,Cabrales Castillo Daniel  Alberto,Si
2017-05-02,Castañeda Serrano Orlando,Si
2017-05-02,Correa  Borrero Susana,Si
2017-05-02,Duque Marquez Ivan,Si
2017-05-02,Gaviria Velez Jose  Obdulio,Si
2017-05-02,Baron Neira Leon Rigoberto,Si
2017-05-02,Holguin Moreno Paola  Andrea,Si
2017-05-02,Macias Tovar Ernesto,Si
2017-05-02,Mejia Mejia Carlos  Felipe,Si
2017-05-02,Ramos Maya Alfredo,Si
2017-05-02,Rangel  Suarez Alfredo,Si
2017-05-02,Tovar Rey Nohora  Stella,Si
2017-05-02,Uribe Velez Alvaro,Si
2017-05-02,Valencia  Laserna Paloma,Si
2017-05-02,Guerra  de la Espriella Maria del Rosario,Si
2017-05-02,Amin Hernandez Jaime Alejandro,Si
2017-05-02,Henriquez Pinedo Honorio Miguel,Si
2017-05-02,Amin Escaf Miguel,Si
2017-05-02,Cabrera Baez Angel Custodio,Si
2017-05-02,Chamorro  Cruz William Jimmy,Si
2017-05-02,Garcia Zuccardi Andres,Si
2017-05-02,Gnecco Zuleta Jose  Alfredo,Si
2017-05-02,Pulgar Daza Eduardo Enrique,No
2017-05-02,Villadiego Villadiego Sandra  Elena,Si
2017-05-02,Rodriguez Rengifo Roosvelt,Si
2017-05-03,Gechen Turbay  Jorge Eduardo,Si
2017-05-03,Vega  de Plazas Ruby Thania,Si
2017-05-03,Andrade Serrano Hernan Francisco,Si
2017-05-03,Asthon Giraldo Alvaro Antonio,Si
2017-05-03,Benedetti Villaneda Armando Alberto,Si
2017-05-03,Celis Carrillo Bernabe,Si
2017-05-03,Cepeda Sarabia Efrain Jose,Si
2017-05-03,Corzo Roman Juan Manuel,Si
2017-05-03,Char Chaljub Arturo,Si
2017-05-03,Duque Garcia Luis Fernando,Si
2017-05-03,Enriquez Maya Carlos Eduardo,Si
2017-05-03,Enriquez Rosero Manuel Mesias,Si
2017-05-03,Galan Pachon Juan Manuel,Si
2017-05-03,Galvis Mendez Daira,Si
2017-05-03,Garcia Realpe Guillermo,Si
2017-05-03,Gerlein Echeverria Roberto,Si
2017-05-03,Guerra de la Espriella Antonio del Cristo,Si
2017-05-03,Lopez Maya Alexander,No
2017-05-03,Mora Jaramillo Manuel Guillermo,Si
2017-05-03,Name Cardozo Jose David,Si
2017-05-03,Pedraza Gutierrez Jorge Hernando,Si
2017-05-03,Restrepo Escobar Juan Carlos,Si
2017-05-03,Robledo Castillo Jorge Enrique,Si
2017-05-03,Rodriguez Sarmiento Milton Arlex,Si
2017-05-03,Sierra Grajales Luis Emilio,Si
2017-05-03,Velasco Chaves  Luis Fernando,Si
2017-05-03,Aguilar Hurtado Nerthink Mauricio,Si
2017-05-03,Avirama Avirama Marco Anibal,Si
2017-05-03,Barreras Montealegre Roy Leonardo,Si
2017-05-03,Besaile Fayad Musa,Si
2017-05-03,Elias Vidal Bernardo Miguel,Si
2017-05-03,Hoyos Giraldo German Dario,Si
2017-05-03,Lizcano Arango Oscar Mauricio,Si
2017-05-03,Martinez Aristizabal Maritza,Si
2017-05-03,Garcia Burgos Nora Maria,Si
2017-05-03,Merheg Marun Juan Samy,Si
2017-05-03,Paredes Aguirre Myriam Alicia,Si
2017-05-03,Suarez Mira Olga Lucia,Si
2017-05-03,Tamayo Tamayo Fernando Eustacio,Si
2017-05-03,Casado de Lopez Arleth Patricia,Si
2017-05-03,Delgado Ruiz Edinson,Si
2017-05-03,Duran Barrera Jaime Enrique,Si
2017-05-03,Garcia Turbay Lidio,Si
2017-05-03,Santos Marin Guillermo Antonio,Si
2017-05-03,Villalba Mosquera Rodrigo,Si
2017-05-03,Correa Jimenez Antonio Jose,Si
2017-05-03,Garcia Romero Teresita,No
2017-05-03,Guerra Sotto Julio Miguel,Si
2017-05-03,Motoa Solarte Carlos Fernando,Si
2017-05-03,Name Ivan Leonidas,Si
2017-05-03,Vega Quiroz Doris Clemencia,Si
2017-05-03,Andrade Casama Luis Evelis,Si
2017-05-03,Castilla Salazar Jesus Alberto,Si
2017-05-03,Cepeda Castro Ivan,Si
2017-05-03,Niño Avendaño Senen Segundo,Si
2017-05-03,Lopez Hernandez Claudia Nayibe,Si
2017-05-03,Navarro Wolff Antonio Jose,No
2017-05-03,Ospina Gomez Jorge Ivan,Si
2017-05-03,Prieto Riveros Jorge Eliecer,Si
2017-05-03,Dusan Albin Velez Trujillo,Si
2017-05-03,Martinez Rosales Rosmery,Si
2017-05-03,Varon Cotrino German,Si
2017-05-03,Alvarez Montenegro Javier Tato,Si
2017-05-03,Cristo Bustos Andres,Si
2017-05-03,Fernandez Alcocer Mario Alberto,Si
2017-05-03,Gaviria Correa Sofia Alejandra,Si
2017-05-03,Morales Hoyos Viviane,Si
2017-05-03,Serpa Uribe Horacio,Si
2017-05-03,Acuña  Diaz Laureano Augusto,No
2017-05-03,Blel Scaf Nadya Georgette,Si
2017-05-03,Delgado Martinez Javier Mauricio,Si
2017-05-03,Gomez Jimenez Juan Diego,No
2017-05-03,Osorio  Salgado Nidia Marcela,Si
2017-05-03,Pestana Rojas Yamina del Carmen,Si
2017-05-03,Araujo Rumie Fernando Nicolas,Si
2017-05-03,Bustamante Garcia Everth,Si
2017-05-03,Cabrales Castillo Daniel  Alberto,Si
2017-05-03,Castañeda Serrano Orlando,Si
2017-05-03,Correa  Borrero Susana,Si
2017-05-03,Duque Marquez Ivan,Si
2017-05-03,Gaviria Velez Jose  Obdulio,Si
2017-05-03,Baron Neira Leon Rigoberto,Si
2017-05-03,Holguin Moreno Paola  Andrea,Si
2017-05-03,Macias Tovar Ernesto,Si
2017-05-03,Mejia Mejia Carlos  Felipe,Si
2017-05-03,Ramos Maya Alfredo,Si
2017-05-03,Rangel  Suarez Alfredo,Si
2017-05-03,Tovar Rey Nohora  Stella,Si
2017-05-03,Uribe Velez Alvaro,Si
2017-05-03,Valencia  Laserna Paloma,Si
2017-05-03,Guerra  de la Espriella Maria del Rosario,Si
2017-05-03,Amin Hernandez Jaime Alejandro,Si
2017-05-03,Henriquez Pinedo Honorio Miguel,Si
2017-05-03,Amin Escaf Miguel,Si
2017-05-03,Cabrera Baez Angel Custodio,Si
2017-05-03,Chamorro  Cruz William Jimmy,Si
2017-05-03,Garcia Zuccardi Andres,Si
2017-05-03,Gnecco Zuleta Jose  Alfredo,Si
2017-05-03,Pulgar Daza Eduardo Enrique,No
2017-05-03,Villadiego Villadiego Sandra  Elena,Si
2017-05-03,Rodriguez Rengifo Roosvelt,Si
2017-05-09,Gechen Turbay  Jorge Eduardo,Si
2017-05-09,Vega  de Plazas Ruby Thania,Si
2017-05-09,Andrade Serrano Hernan Francisco,No
2017-05-09,Asthon Giraldo Alvaro Antonio,Si
2017-05-09,Benedetti Villaneda Armando Alberto,Si
2017-05-09,Celis Carrillo Bernabe,Si
2017-05-09,Cepeda Sarabia Efrain Jose,Si
2017-05-09,Corzo Roman Juan Manuel,No
2017-05-09,Char Chaljub Arturo,Si
2017-05-09,Duque Garcia Luis Fernando,Si
2017-05-09,Enriquez Maya Carlos Eduardo,Si
2017-05-09,Enriquez Rosero Manuel Mesias,Si
2017-05-09,Galan Pachon Juan Manuel,Si
2017-05-09,Galvis Mendez Daira,No
2017-05-09,Garcia Realpe Guillermo,Si
2017-05-09,Gerlein Echeverria Roberto,Si
2017-05-09,Guerra de la Espriella Antonio del Cristo,Si
2017-05-09,Lopez Maya Alexander,Si
2017-05-09,Mora Jaramillo Manuel Guillermo,Si
2017-05-09,Name Cardozo Jose David,Si
2017-05-09,Pedraza Gutierrez Jorge Hernando,No
2017-05-09,Restrepo Escobar Juan Carlos,Si
2017-05-09,Robledo Castillo Jorge Enrique,Si
2017-05-09,Rodriguez Sarmiento Milton Arlex,Si
2017-05-09,Sierra Grajales Luis Emilio,No
2017-05-09,Velasco Chaves  Luis Fernando,Si
2017-05-09,Aguilar Hurtado Nerthink Mauricio,Si
2017-05-09,Avirama Avirama Marco Anibal,Si
2017-05-09,Barreras Montealegre Roy Leonardo,Si
2017-05-09,Besaile Fayad Musa,No
2017-05-09,Elias Vidal Bernardo Miguel,Si
2017-05-09,Hoyos Giraldo German Dario,Si
2017-05-09,Lizcano Arango Oscar Mauricio,No
2017-05-09,Martinez Aristizabal Maritza,Si
2017-05-09,Garcia Burgos Nora Maria,No
2017-05-09,Merheg Marun Juan Samy,Si
2017-05-09,Paredes Aguirre Myriam Alicia,Si
2017-05-09,Suarez Mira Olga Lucia,Si
2017-05-09,Tamayo Tamayo Fernando Eustacio,Si
2017-05-09,Casado de Lopez Arleth Patricia,Si
2017-05-09,Delgado Ruiz Edinson,Si
2017-05-09,Duran Barrera Jaime Enrique,No
2017-05-09,Garcia Turbay Lidio,Si
2017-05-09,Santos Marin Guillermo Antonio,Si
2017-05-09,Villalba Mosquera Rodrigo,Si
2017-05-09,Correa Jimenez Antonio Jose,No
2017-05-09,Garcia Romero Teresita,Si
2017-05-09,Guerra Sotto Julio Miguel,Si
2017-05-09,Motoa Solarte Carlos Fernando,No
2017-05-09,Name Ivan Leonidas,Si
2017-05-09,Vega Quiroz Doris Clemencia,Si
2017-05-09,Andrade Casama Luis Evelis,Si
2017-05-09,Castilla Salazar Jesus Alberto,No
2017-05-09,Cepeda Castro Ivan,No
2017-05-09,Niño Avendaño Senen Segundo,Si
2017-05-09,Lopez Hernandez Claudia Nayibe,Si
2017-05-09,Navarro Wolff Antonio Jose,Si
2017-05-09,Ospina Gomez Jorge Ivan,Si
2017-05-09,Prieto Riveros Jorge Eliecer,Si
2017-05-09,Dusan Albin Velez Trujillo,No
2017-05-09,Martinez Rosales Rosmery,Si
2017-05-09,Varon Cotrino German,Si
2017-05-09,Alvarez Montenegro Javier Tato,Si
2017-05-09,Cristo Bustos Andres,No
2017-05-09,Fernandez Alcocer Mario Alberto,No
2017-05-09,Gaviria Correa Sofia Alejandra,Si
2017-05-09,Morales Hoyos Viviane,No
2017-05-09,Serpa Uribe Horacio,Si
2017-05-09,Acuña  Diaz Laureano Augusto,Si
2017-05-09,Blel Scaf Nadya Georgette,Si
2017-05-09,Delgado Martinez Javier Mauricio,No
2017-05-09,Gomez Jimenez Juan Diego,No
2017-05-09,Osorio  Salgado Nidia Marcela,No
2017-05-09,Pestana Rojas Yamina del Carmen,Si
2017-05-09,Araujo Rumie Fernando Nicolas,Si
2017-05-09,Bustamante Garcia Everth,Si
2017-05-09,Cabrales Castillo Daniel  Alberto,Si
2017-05-09,Castañeda Serrano Orlando,Si
2017-05-09,Correa  Borrero Susana,Si
2017-05-09,Duque Marquez Ivan,Si
2017-05-09,Gaviria Velez Jose  Obdulio,Si
2017-05-09,Baron Neira Leon Rigoberto,Si
2017-05-09,Holguin Moreno Paola  Andrea,Si
2017-05-09,Macias Tovar Ernesto,Si
2017-05-09,Mejia Mejia Carlos  Felipe,Si
2017-05-09,Ramos Maya Alfredo,Si
2017-05-09,Rangel  Suarez Alfredo,No
2017-05-09,Tovar Rey Nohora  Stella,Si
2017-05-09,Uribe Velez Alvaro,Si
2017-05-09,Valencia  Laserna Paloma,Si
2017-05-09,Guerra  de la Espriella Maria del Rosario,Si
2017-05-09,Amin Hernandez Jaime Alejandro,Si
2017-05-09,Henriquez Pinedo Honorio Miguel,Si
2017-05-09,Amin Escaf Miguel,Si
2017-05-09,Cabrera Baez Angel Custodio,Si
2017-05-09,Chamorro  Cruz William Jimmy,Si
2017-05-09,Garcia Zuccardi Andres,No
2017-05-09,Gnecco Zuleta Jose  Alfredo,No
2017-05-09,Pulgar Daza Eduardo Enrique,Si
2017-05-09,Villadiego Villadiego Sandra  Elena,Si
2017-05-09,Rodriguez Rengifo Roosvelt,Si
2017-05-10,Gechen Turbay  Jorge Eduardo,Si
2017-05-10,Vega  de Plazas Ruby Thania,No
2017-05-10,Andrade Serrano Hernan Francisco,Si
2017-05-10,Asthon Giraldo Alvaro Antonio,Si
2017-05-10,Benedetti Villaneda Armando Alberto,Si
2017-05-10,Celis Carrillo Bernabe,Si
2017-05-10,Cepeda Sarabia Efrain Jose,Si
2017-05-10,Corzo Roman Juan Manuel,Si
2017-05-10,Char Chaljub Arturo,Si
2017-05-10,Duque Garcia Luis Fernando,Si
2017-05-10,Enriquez Maya Carlos Eduardo,Si
2017-05-10,Enriquez Rosero Manuel Mesias,Si
2017-05-10,Galan Pachon Juan Manuel,Si
2017-05-10,Galvis Mendez Daira,Si
2017-05-10,Garcia Realpe Guillermo,Si
2017-05-10,Gerlein Echeverria Roberto,Si
2017-05-10,Guerra de la Espriella Antonio del Cristo,Si
2017-05-10,Lopez Maya Alexander,Si
2017-05-10,Mora Jaramillo Manuel Guillermo,Si
2017-05-10,Name Cardozo Jose David,Si
2017-05-10,Pedraza Gutierrez Jorge Hernando,Si
2017-05-10,Restrepo Escobar Juan Carlos,Si
2017-05-10,Robledo Castillo Jorge Enrique,Si
2017-05-10,Rodriguez Sarmiento Milton Arlex,Si
2017-05-10,Sierra Grajales Luis Emilio,Si
2017-05-10,Velasco Chaves  Luis Fernando,Si
2017-05-10,Aguilar Hurtado Nerthink Mauricio,Si
2017-05-10,Avirama Avirama Marco Anibal,Si
2017-05-10,Barreras Montealegre Roy Leonardo,Si
2017-05-10,Besaile Fayad Musa,Si
2017-05-10,Elias Vidal Bernardo Miguel,Si
2017-05-10,Hoyos Giraldo German Dario,Si
2017-05-10,Lizcano Arango Oscar Mauricio,Si
2017-05-10,Martinez Aristizabal Maritza,Si
2017-05-10,Garcia Burgos Nora Maria,Si
2017-05-10,Merheg Marun Juan Samy,Si
2017-05-10,Paredes Aguirre Myriam Alicia,Si
2017-05-10,Suarez Mira Olga Lucia,Si
2017-05-10,Tamayo Tamayo Fernando Eustacio,Si
2017-05-10,Casado de Lopez Arleth Patricia,Si
2017-05-10,Delgado Ruiz Edinson,Si
2017-05-10,Duran Barrera Jaime Enrique,No
2017-05-10,Garcia Turbay Lidio,Si
2017-05-10,Santos Marin Guillermo Antonio,Si
2017-05-10,Villalba Mosquera Rodrigo,Si
2017-05-10,Correa Jimenez Antonio Jose,Si
2017-05-10,Garcia Romero Teresita,Si
2017-05-10,Guerra Sotto Julio Miguel,Si
2017-05-10,Motoa Solarte Carlos Fernando,Si
2017-05-10,Name Ivan Leonidas,Si
2017-05-10,Vega Quiroz Doris Clemencia,Si
2017-05-10,Andrade Casama Luis Evelis,Si
2017-05-10,Castilla Salazar Jesus Alberto,Si
2017-05-10,Cepeda Castro Ivan,No
2017-05-10,Niño Avendaño Senen Segundo,Si
