ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10001402,HY191076,03/19/2015 07:01:00 PM,052XX W JACKSON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,1522.00,15.00,29.00,25,18,1141592,1898171,2015,02/10/2018 15:50,41.87665055,-87.7555871,"(41.876650547, -87.755587101)"
10001403,HY191071,03/19/2015 07:00:00 PM,022XX N LATROBE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE,true,false,2515.00,25.00,37.00,19,26,1141022,1914305,2015,02/10/2018 15:50,41.92093466,-87.75728223,"(41.920934657, -87.757282227)"
10001404,HY190825,03/19/2015 04:20:00 PM,098XX S COMMERCIAL AVE,460,BATTERY,SIMPLE,RESIDENCE,false,false,431.00,4.00,10.00,51,08B,1197841,1840285,2015,02/10/2018 15:50,41.71658383,-87.55099606,"(41.716583826, -87.550996058)"
10001406,HY190914,03/19/2015 05:05:00 PM,051XX S RACINE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,934.00,9.00,16.00,61,3,1169191,1870802,2015,02/10/2018 15:50,41.80099297,-87.65504587,"(41.80099297, -87.65504587)"
10001407,HY191081,03/19/2015 07:25:00 PM,016XX N LAMON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,2533.00,25.00,37.00,25,18,1143245,1910293,2015,02/10/2018 15:50,41.90988404,-87.74921473,"(41.909884036, -87.749214726)"
10001408,HY191053,03/19/2015 07:25:00 PM,010XX E 132ND ST,560,ASSAULT,SIMPLE,SIDEWALK,false,false,533.00,5.00,9.00,54,08A,1185722,1818032,2015,02/10/2018 15:50,41.6558123,-87.59607916,"(41.655812299, -87.596079156)"
10001410,HY191055,03/19/2015 06:00:00 PM,033XX W 38TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,911.00,9.00,12.00,58,14,1154765,1878876,2015,02/10/2018 15:50,41.82344931,-87.70773578,"(41.823449314, -87.707735775)"
10001412,HY190676,03/19/2015 02:30:00 PM,004XX W 38TH ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,915.00,9.00,11.00,60,5,1173991,1879734,2015,02/10/2018 15:50,41.82539794,-87.63717732,"(41.825397938, -87.637177321)"
10001413,HY191027,03/19/2015 06:40:00 PM,069XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,733.00,7.00,17.00,68,15,1171503,1858795,2015,02/10/2018 15:50,41.76799401,-87.64691852,"(41.767994013, -87.646918516)"
10001414,HY191030,03/19/2015 07:01:00 PM,050XX W ADAMS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,true,false,1533.00,15.00,28.00,25,15,1142694,1898858,2015,02/10/2018 15:50,41.87851533,-87.75152375,"(41.878515334, -87.751523753)"
10001415,HY190948,03/19/2015 12:30:00 PM,013XX W 14TH ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1233.00,12.00,2.00,28,08B,1167761,1893524,2015,02/10/2018 15:50,41.86337523,-87.65963666,"(41.863375231, -87.659636657)"
10001416,HY190839,03/19/2015 03:30:00 PM,019XX E 73RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,333.00,3.00,5.00,43,14,1190597,1856955,2015,02/10/2018 15:50,41.76250544,-87.5769904,"(41.762505435, -87.576990399)"
10001418,HY190921,03/19/2015 03:00:00 PM,004XX N HARDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1122.00,11.00,27.00,23,08B,1149979,1902686,2015,02/10/2018 15:50,41.88888115,-87.72467482,"(41.888881152, -87.724674821)"
10001419,HY190979,03/19/2015 05:38:00 PM,013XX S KOSTNER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,1011.00,10.00,24.00,29,08B,1147264,1893380,2015,02/10/2018 15:50,41.86339681,-87.73488372,"(41.863396806, -87.734883724)"
10001420,HY190871,03/19/2015 03:35:00 PM,043XX W WEST END AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1114.00,11.00,28.00,26,04A,1147208,1900616,2015,02/10/2018 15:50,41.88325432,-87.7349041,"(41.883254323, -87.734904104)"
10001421,HY191069,03/19/2015 07:30:00 PM,024XX W 65TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,832.00,8.00,15.00,66,18,1161288,1861490,2015,02/10/2018 15:50,41.77560708,-87.68428679,"(41.775607078, -87.684286792)"
10001423,HY190772,03/19/2015 05:30:00 AM,039XX W JACKSON BLVD,330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1122.00,11.00,28.00,26,3,1150074,1898394,2015,02/10/2018 15:50,41.87710159,-87.72443778,"(41.877101586, -87.724437775)"
10001424,HY191083,03/17/2015 07:00:00 PM,012XX W MONROE ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1224.00,12.00,27.00,28,7,1168238,1899703,2015,02/10/2018 15:50,41.88032061,-87.6577071,"(41.880320608, -87.6577071)"
10001426,HY191063,03/19/2015 07:20:00 PM,012XX W 111TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,2234.00,22.00,34.00,75,18,1170140,1831176,2015,02/10/2018 15:50,41.69223326,-87.65271504,"(41.692233255, -87.652715044)"
10001427,HY190995,03/19/2015 06:35:00 PM,009XX N SACRAMENTO BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1211.00,12.00,26.00,23,08B,1156004,1906302,2015,02/10/2018 15:50,41.89868439,-87.70245096,"(41.898684386, -87.702450956)"
10001429,HY191068,03/19/2015 06:45:00 PM,003XX W SUPERIOR ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1831.00,18.00,42.00,8,08B,1173684,1905296,2015,02/10/2018 15:50,41.89554875,-87.63754361,"(41.895548745, -87.637543608)"
10001432,HY191072,03/19/2015 07:27:00 PM,043XX W WABANSIA AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,PARK PROPERTY,true,false,2534.00,25.00,31.00,23,26,1147378,1910950,2015,02/10/2018 15:50,41.91160867,-87.73401477,"(41.911608672, -87.734014766)"
10001433,HY190983,03/19/2015 12:01:00 AM,059XX W FILLMORE ST,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,ALLEY,false,false,1513.00,15.00,29.00,25,17,1137132,1894741,2015,02/10/2018 15:50,41.86731937,-87.77204542,"(41.867319371, -87.772045418)"
10001434,HY191113,03/19/2015 07:00:00 PM,041XX N LONG AVE,890,THEFT,FROM BUILDING,PARK PROPERTY,false,false,1624.00,16.00,38.00,15,6,1139616,1926816,2015,02/10/2018 15:50,41.95529191,-87.76214197,"(41.95529191, -87.762141971)"
10001436,HY191097,03/19/2015 03:30:00 PM,003XX N MENARD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1512.00,15.00,29.00,25,26,1137652,1901657,2015,02/10/2018 15:50,41.88628846,-87.76996974,"(41.886288459, -87.769969735)"
10001439,HY190591,03/18/2015 05:30:00 PM,027XX W HARRISON ST,820,THEFT,$500 AND UNDER,OTHER,false,false,1135.00,11.00,2.00,27,6,1158248,1897253,2015,02/10/2018 15:50,41.87380752,-87.69445629,"(41.873807522, -87.69445629)"
10001441,HY191039,03/19/2015 07:12:00 PM,0000X W 113TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,522.00,5.00,34.00,49,26,1178028,1830041,2015,02/10/2018 15:50,41.68894399,-87.62387021,"(41.688943986, -87.623870206)"
10001442,HY191099,03/19/2015 07:42:00 PM,001XX S KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1115.00,11.00,28.00,26,18,1148419,1898914,2015,02/10/2018 15:50,41.87856058,-87.7305011,"(41.878560584, -87.730501097)"
10001443,HY191084,03/19/2015 12:01:00 AM,004XX W DIVERSEY PKWY,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934.00,19.00,44.00,6,7,1172814,1918898,2015,02/10/2018 15:50,41.93289261,-87.64033523,"(41.932892608, -87.64033523)"
10001444,HY190981,03/19/2015 06:14:00 PM,075XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,612.00,6.00,17.00,71,6,1166987,1854622,2015,02/10/2018 15:50,41.75664045,-87.66359084,"(41.756640447, -87.663590843)"
10001445,HY191074,03/19/2015 06:23:00 PM,006XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1834.00,18.00,42.00,8,6,1177327,1904307,2015,02/10/2018 15:50,41.89275303,-87.6241939,"(41.892753031, -87.624193896)"
10001446,HY190805,03/19/2015 04:00:00 PM,033XX W MADISON ST,820,THEFT,$500 AND UNDER,APARTMENT,false,true,1124.00,11.00,28.00,27,6,1154232,1899821,2015,02/10/2018 15:50,41.88093546,-87.70913261,"(41.88093546, -87.709132611)"
10001447,HY190962,03/19/2015 05:52:00 PM,050XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,224.00,2.00,3.00,38,15,1178012,1871589,2015,02/10/2018 15:50,41.802957,-87.62267255,"(41.802957004, -87.622672554)"
10001448,HY191101,03/19/2015 07:35:00 PM,054XX W ROSCOE ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,true,false,1633.00,16.00,38.00,15,15,1139426,1922071,2015,02/10/2018 15:50,41.94227465,-87.76295654,"(41.942274645, -87.762956543)"
10001449,HY191064,03/19/2015 07:10:00 PM,035XX W GRENSHAW ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1133.00,11.00,24.00,29,24,1152883,1894828,2015,02/10/2018 15:50,41.86726095,-87.71421831,"(41.867260945, -87.714218314)"
10001450,HY191126,03/19/2015 07:45:00 PM,007XX N SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1121.00,11.00,27.00,23,18,1154245,1904646,2015,02/10/2018 15:50,41.89417548,-87.70895596,"(41.894175479, -87.708955962)"
10001451,HY191106,03/19/2015 07:50:00 PM,001XX N STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA TRACKS - RIGHT OF WAY,true,false,111.00,1.00,42.00,32,26,1176330,1901649,2015,02/10/2018 15:50,41.88548189,-87.62793569,"(41.885481891, -87.627935689)"
10001452,HY190967,03/19/2015 06:15:00 PM,017XX E 95TH ST,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,false,false,431.00,4.00,7.00,51,3,1189445,1842325,2015,02/10/2018 15:50,41.72238704,-87.58168094,"(41.722387043, -87.581680942)"
10001453,HY191121,03/19/2015 07:45:00 PM,075XX S KINGSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,421.00,4.00,7.00,43,08B,1194501,1855552,2015,02/10/2018 15:50,41.75856041,-87.562728,"(41.758560412, -87.562728003)"
10001455,HY190863,03/19/2015 10:00:00 AM,025XX E 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,421.00,4.00,7.00,43,14,1194402,1853739,2015,02/10/2018 15:50,41.75358783,-87.56315031,"(41.753587834, -87.563150307)"
10001456,HY191110,03/19/2015 07:55:00 PM,019XX E 87TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,false,false,412.00,4.00,8.00,45,14,1190445,1847669,2015,02/10/2018 15:50,41.73702749,-87.57784633,"(41.737027489, -87.577846331)"
10001459,HY191062,03/16/2015 09:00:00 AM,003XX N CANAL ST,820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1214.00,12.00,42.00,28,6,1173064,1902174,2015,02/10/2018 15:50,41.88699557,-87.63991337,"(41.886995567, -87.639913366)"
10001462,HY190778,03/19/2015 12:00:00 PM,032XX N PAULINA ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,1922.00,19.00,32.00,6,7,1164420,1921465,2015,02/10/2018 15:50,41.94011864,-87.67110941,"(41.940118635, -87.671109405)"
10001463,HY191158,03/19/2015 08:35:00 PM,0000X S KILBOURN AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113.00,11.00,28.00,26,16,1146397,1899461,2015,02/10/2018 15:50,41.88010035,-87.7379116,"(41.880100349, -87.737911602)"
10001464,HY191025,03/16/2015 12:01:00 AM,001XX W DIVISION ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,1824.00,18.00,42.00,8,11,1175144,1908348,2015,02/10/2018 15:50,41.90389097,-87.6320898,"(41.903890971, -87.632089801)"
10001465,HY191092,03/18/2015 01:00:00 AM,006XX W ARLINGTON PL,820,THEFT,$500 AND UNDER,HOTEL/MOTEL,false,false,1935.00,19.00,43.00,7,6,1171622,1916637,2015,02/10/2018 15:50,41.92671468,-87.64478241,"(41.926714681, -87.644782411)"
10001466,HY191116,03/19/2015 07:37:00 PM,069XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,733.00,7.00,17.00,68,15,1171503,1858816,2015,02/10/2018 15:50,41.76805164,-87.6469179,"(41.768051639, -87.646917902)"
10001467,HY187069,03/16/2015 04:45:00 PM,025XX N ELSTON AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1432.00,14.00,1.00,22,08B,1161436,1917141,2015,02/10/2018 15:50,41.92831604,-87.68219726,"(41.928316042, -87.682197257)"
10001468,HY191075,03/19/2015 07:20:00 PM,071XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,731.00,7.00,6.00,69,14,1176677,1857867,2015,02/10/2018 15:50,41.7653326,-87.6279814,"(41.765332603, -87.627981404)"
10001469,HY191129,03/19/2015 07:00:00 PM,030XX E 79TH PL,820,THEFT,$500 AND UNDER,RESIDENCE,false,false,422.00,4.00,7.00,46,6,1197864,1852840,2015,02/10/2018 15:50,41.75103517,-87.55049358,"(41.751035169, -87.550493581)"
10001470,HY191138,03/19/2015 08:20:00 PM,107XX S WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,513.00,5.00,9.00,49,18,1178479,1833786,2015,02/10/2018 15:50,41.6992106,-87.62210591,"(41.699210598, -87.622105913)"
10001471,HY191077,03/19/2015 07:33:00 PM,074XX S SANGAMON ST,560,ASSAULT,SIMPLE,RESIDENCE,false,true,733.00,7.00,17.00,68,08A,1171259,1855627,2015,02/10/2018 15:50,41.75930597,-87.64790542,"(41.759305965, -87.647905418)"
10001472,HY191141,03/19/2015 08:12:00 PM,079XX S MARYLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,624.00,6.00,8.00,44,18,1183282,1852445,2015,02/10/2018 15:50,41.7503029,-87.60394076,"(41.750302903, -87.603940764)"
10001474,HY190150,03/19/2015 04:30:00 AM,047XX N KEELER AVE,810,THEFT,OVER $500,VEHICLE-COMMERCIAL,false,false,1722.00,17.00,39.00,14,6,1147525,1931311,2015,02/10/2018 15:50,41.9674782,-87.73295085,"(41.967478197, -87.732950853)"
10001475,HY191135,03/19/2015 08:25:00 PM,072XX S YALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,731.00,7.00,17.00,69,14,1175878,1856899,2015,02/10/2018 15:50,41.76269424,-87.63093894,"(41.762694242, -87.630938943)"
10001476,HY191156,03/19/2015 12:10:00 PM,004XX N STATE ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1834.00,18.00,42.00,8,6,1176302,1903096,2015,02/10/2018 15:50,41.88945317,-87.62799483,"(41.889453169, -87.627994833)"
10001477,HY191102,03/19/2015 08:00:00 PM,0000X E GARFIELD BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,225.00,2.00,3.00,40,14,1177876,1868571,2015,02/10/2018 15:50,41.79467841,-87.62326276,"(41.794678414, -87.623262756)"
10001478,HY191146,03/19/2015 07:20:00 PM,020XX W 63RD ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,726.00,7.00,15.00,67,6,1163874,1862857,2015,02/10/2018 15:50,41.77930436,-87.67476837,"(41.77930436, -87.674768369)"
10165295,HY353481,07/23/2015 06:00:00 PM,017XX N HOYNE AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1434.00,14.00,32.00,24,6,1162073,1911953,2015,02/10/2018 15:50,41.91406652,-87.68000175,"(41.914066522, -87.680001751)"
10001479,HY191043,03/19/2015 06:42:00 PM,056XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2515.00,25.00,30.00,19,6,1138562,1915397,2015,02/10/2018 15:50,41.92397622,-87.76629442,"(41.923976215, -87.766294416)"
10001481,HY191181,03/19/2015 08:50:00 PM,046XX N MAGNOLIA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1913.00,19.00,46.00,3,18,1167075,1931023,2015,02/10/2018 15:50,41.96628949,-87.66107591,"(41.966289488, -87.661075906)"
10001482,HY190702,03/19/2015 03:00:00 PM,024XX N MARMORA AVE,560,ASSAULT,SIMPLE,APARTMENT,false,true,2515.00,25.00,30.00,19,08A,1136652,1915599,2015,02/10/2018 15:50,41.92456497,-87.77330778,"(41.92456497, -87.773307778)"
10001483,HY191108,03/19/2015 05:00:00 PM,022XX W HIRSCH ST,820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1424.00,14.00,1.00,24,6,1161297,1909275,2015,02/10/2018 15:50,41.90673408,-87.68292725,"(41.906734077, -87.682927245)"
10001484,HY190761,03/19/2015 03:00:00 PM,046XX W DIVERSEY AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2521.00,25.00,31.00,20,6,1144951,1918212,2015,02/10/2018 15:50,41.93158252,-87.74274717,"(41.931582515, -87.742747165)"
10001485,HY191056,03/19/2015 06:25:00 PM,013XX N LARAMIE AVE,460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2533.00,25.00,37.00,25,08B,1141456,1908432,2015,02/10/2018 15:50,41.90481049,-87.75583289,"(41.904810485, -87.755832889)"
10001486,HY190739,03/19/2015 01:30:00 PM,041XX W WELLINGTON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2523.00,25.00,31.00,21,5,1148094,1919621,2015,02/10/2018 15:50,41.93538895,-87.73116069,"(41.935388945, -87.731160687)"
10001487,HY191010,03/19/2015 06:45:00 PM,050XX W FULLERTON AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,2522.00,25.00,31.00,19,3,1142440,1915491,2015,02/10/2018 15:50,41.92416291,-87.75204257,"(41.924162908, -87.752042573)"
10001488,HY191176,03/19/2015 09:00:00 PM,058XX W ROOSEVELT RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,false,false,1513.00,15.00,29.00,25,14,1137728,1894089,2015,02/10/2018 15:50,41.86551948,-87.76987309,"(41.865519477, -87.769873088)"
10001489,HY191136,03/17/2015 08:00:00 PM,082XX S MARYLAND AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,631.00,6.00,8.00,44,5,1183339,1850520,2015,02/10/2018 15:50,41.74501917,-87.6037917,"(41.745019172, -87.603791701)"
10001491,HY191186,03/19/2015 08:57:00 PM,044XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1113.00,11.00,28.00,26,18,1146713,1899291,2015,02/10/2018 15:50,41.87962783,-87.73675562,"(41.879627827, -87.736755615)"
10001494,HY191169,03/19/2015 09:00:00 PM,080XX S ELLIS AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,631.00,6.00,8.00,44,08B,1184287,1851998,2015,02/10/2018 15:50,41.74905285,-87.60027199,"(41.749052851, -87.600271986)"
10001495,HY191047,03/19/2015 06:26:00 PM,104XX S STATE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,true,false,512.00,5.00,9.00,49,18,1178095,1835803,2015,02/10/2018 15:50,41.70475422,-87.62345106,"(41.704754222, -87.623451063)"
10001496,HY191117,03/19/2015 07:00:00 PM,047XX S WOODLAWN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,222.00,2.00,4.00,39,08B,1185037,1874041,2015,02/10/2018 15:50,41.8095232,-87.59683192,"(41.809523197, -87.596831923)"
10001498,HY191184,03/19/2015 08:45:00 PM,024XX S ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1033.00,10.00,12.00,30,18,1156082,1887609,2015,02/10/2018 15:50,41.8473873,-87.70266893,"(41.847387304, -87.702668927)"
10001499,HY191154,03/19/2015 08:17:00 PM,062XX N CALIFORNIA AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,true,false,2413.00,24.00,50.00,2,26,1156536,1941330,2015,02/10/2018 15:50,41.99479278,-87.69954561,"(41.994792775, -87.69954561)"
10001501,HY191174,03/19/2015 09:10:00 PM,003XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533.00,15.00,24.00,25,18,1144438,1898165,2015,02/10/2018 15:50,41.87658104,-87.74513751,"(41.876581037, -87.745137513)"
10001502,HY191203,03/19/2015 09:15:00 PM,035XX N KILBOURN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,true,false,1731.00,17.00,30.00,16,26,1145756,1923057,2015,02/10/2018 15:50,41.94486238,-87.73966559,"(41.944862379, -87.739665593)"
10001504,HY191143,03/19/2015 07:40:00 PM,070XX S LAFLIN ST,460,BATTERY,SIMPLE,RESIDENCE,false,false,734.00,7.00,17.00,67,08B,1167551,1858103,2015,02/10/2018 15:50,41.76618071,-87.66142424,"(41.766180708, -87.661424238)"
10001505,HY190933,03/11/2015 0:01,072XX S YATES BLVD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,false,false,334.00,3.00,7.00,43,10,1193461,1857505,2015,02/10/2018 15:50,41.7639451,-87.56647564,"(41.763945095, -87.566475641)"
10001506,HY191028,03/19/2015 01:00:00 PM,017XX E 79TH ST,870,THEFT,POCKET-PICKING,OTHER,false,false,414.00,4.00,8.00,46,6,1189464,1852949,2015,02/10/2018 15:50,41.75153988,-87.5812713,"(41.751539881, -87.581271298)"
10001507,HY191192,03/19/2015 08:40:00 PM,050XX N PULASKI RD,337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,SIDEWALK,false,false,1712.00,17.00,39.00,13,3,1148814,1933319,2015,02/10/2018 15:50,41.9729634,-87.72815914,"(41.972963404, -87.728159141)"
10001508,HY191044,03/19/2015 06:44:00 PM,056XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2515.00,25.00,30.00,19,6,1138562,1915397,2015,02/10/2018 15:50,41.92397622,-87.76629442,"(41.923976215, -87.766294416)"
10001509,HY190950,03/19/2015 12:30:00 PM,039XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,214.00,2.00,4.00,38,08B,1182267,1878667,2015,02/10/2018 15:50,41.82228198,-87.60684825,"(41.822281982, -87.606848245)"
10001510,HY191175,03/19/2015 08:39:00 PM,058XX S INDIANA AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,true,false,232.00,2.00,20.00,40,24,1178600,1866250,2015,02/10/2018 15:50,41.78829293,-87.62067843,"(41.788292927, -87.620678433)"
10001512,HY191155,03/19/2015 03:30:00 AM,009XX W 83RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,613.00,6.00,21.00,71,08B,1171511,1849799,2015,02/10/2018 15:50,41.74330766,-87.6471522,"(41.74330766, -87.647152195)"
10001513,HY191031,03/19/2015 06:56:00 PM,005XX E 40TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,214.00,2.00,4.00,38,08B,1180719,1878345,2015,02/10/2018 15:50,41.82143417,-87.61253702,"(41.821434167, -87.612537024)"
10001514,HY191180,03/19/2015 08:04:00 PM,020XX E 71ST ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,331.00,3.00,5.00,43,7,1191256,1858328,2015,02/10/2018 15:50,41.76625713,-87.57453072,"(41.766257132, -87.574530716)"
10001515,HY191160,03/19/2015 04:02:00 PM,008XX E 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,624.00,6.00,8.00,44,14,1183065,1852804,2015,02/10/2018 15:50,41.75129308,-87.6047248,"(41.751293082, -87.604724801)"
10001516,HY191207,03/19/2015 08:30:00 PM,061XX S MICHIGAN AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,311.00,3.00,20.00,40,04A,1178210,1864364,2015,02/10/2018 15:50,41.78312642,-87.6221656,"(41.783126418, -87.6221656)"
10001517,HY191191,03/19/2015 08:10:00 PM,068XX S SOUTH SHORE DR,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,331.00,3.00,5.00,43,3,1193410,1860068,2015,02/10/2018 15:50,41.7709794,-87.56657882,"(41.770979403, -87.566578822)"
10001518,HY191163,03/19/2015 08:17:00 PM,074XX S EGGLESTON AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,true,false,732.00,7.00,17.00,68,18,1174583,1855541,2015,02/10/2018 15:50,41.75899665,-87.63572567,"(41.758996647, -87.635725667)"
10001519,HY191179,03/19/2015 09:06:00 PM,004XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,1132.00,11.00,24.00,26,18,1149797,1897617,2015,02/10/2018 15:50,41.8749748,-87.72547505,"(41.874974798, -87.725475051)"
10001520,HY191022,03/19/2015 04:10:00 PM,049XX S CHICAGO BEACH DR,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,222.00,2.00,4.00,39,08B,1188221,1872737,2015,02/10/2018 15:50,41.80586947,-87.58519536,"(41.805869465, -87.585195364)"
10001523,HY191050,03/19/2015 07:06:00 PM,051XX S WENTWORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,false,225.00,2.00,3.00,37,08B,1175826,1871120,2015,02/10/2018 15:50,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
10001524,HY191124,03/19/2015 07:20:00 PM,021XX E 71ST ST,2021,NARCOTICS,POSS: BARBITUATES,STREET,true,false,333.00,3.00,5.00,43,18,1191527,1858274,2015,02/10/2018 15:50,41.76610239,-87.57353917,"(41.766102387, -87.573539169)"
