name,Fecha,Sexo,CantidadTotal
Homicidios,26/11/2017,FEMENINO,8
Homicidios,26/11/2017,MASCULINO,59
Homicidios,27/11/2017,FEMENINO,6
Homicidios,27/11/2017,MASCULINO,31
Homicidios,28/11/2017,FEMENINO,4
Homicidios,28/11/2017,MASCULINO,17
Homicidios,29/11/2017,FEMENINO,2
Homicidios,29/11/2017,MASCULINO,32
Homicidios,30/11/2017,FEMENINO,7
Homicidios,30/11/2017,MASCULINO,39
Homicidios,01/12/2017,FEMENINO,4
Homicidios,01/12/2017,MASCULINO,27
Homicidios,02/12/2017,FEMENINO,1
Homicidios,02/12/2017,MASCULINO,33
Homicidios,03/12/2017,FEMENINO,5
Homicidios,03/12/2017,MASCULINO,52
Homicidios,04/12/2017,FEMENINO,2
Homicidios,04/12/2017,MASCULINO,23
Homicidios,05/12/2017,FEMENINO,4
Homicidios,05/12/2017,MASCULINO,30
Homicidios,06/12/2017,FEMENINO,4
Homicidios,06/12/2017,MASCULINO,32
Homicidios,07/12/2017,FEMENINO,3
Homicidios,07/12/2017,MASCULINO,26
Homicidios,08/12/2017,FEMENINO,5
Homicidios,08/12/2017,MASCULINO,56
Homicidios,09/12/2017,MASCULINO,31
Homicidios,10/12/2017,FEMENINO,5
Homicidios,10/12/2017,MASCULINO,38
Homicidios,11/12/2017,FEMENINO,4
Homicidios,11/12/2017,MASCULINO,37
Homicidios,12/12/2017,FEMENINO,2
Homicidios,12/12/2017,MASCULINO,28
Homicidios,13/12/2017,FEMENINO,4
Homicidios,13/12/2017,MASCULINO,26
Homicidios,14/12/2017,FEMENINO,2
Homicidios,14/12/2017,MASCULINO,34
Homicidios,15/12/2017,FEMENINO,3
Homicidios,15/12/2017,MASCULINO,31
Homicidios,16/12/2017,FEMENINO,4
Homicidios,16/12/2017,MASCULINO,35
Homicidios,17/12/2017,FEMENINO,2
Homicidios,17/12/2017,MASCULINO,58
Homicidios,18/12/2017,FEMENINO,6
Homicidios,18/12/2017,MASCULINO,33
Homicidios,19/12/2017,FEMENINO,1
Homicidios,19/12/2017,MASCULINO,27
Homicidios,20/12/2017,FEMENINO,3
Homicidios,20/12/2017,MASCULINO,36
Homicidios,21/12/2017,FEMENINO,2
Homicidios,21/12/2017,MASCULINO,25
Homicidios,22/12/2017,FEMENINO,3
Homicidios,22/12/2017,MASCULINO,37
Homicidios,23/12/2017,FEMENINO,3
Homicidios,23/12/2017,MASCULINO,33
Homicidios,24/12/2017,FEMENINO,3
Homicidios,24/12/2017,MASCULINO,67
Homicidios,25/12/2017,FEMENINO,5
Homicidios,25/12/2017,MASCULINO,57
Homicidios,26/12/2017,FEMENINO,3
Homicidios,26/12/2017,MASCULINO,24
Homicidios,27/12/2017,FEMENINO,1
Homicidios,27/12/2017,MASCULINO,23
Homicidios,28/12/2017,MASCULINO,35
Homicidios,29/12/2017,FEMENINO,8
Homicidios,29/12/2017,MASCULINO,35
Homicidios,30/12/2017,FEMENINO,4
Homicidios,30/12/2017,MASCULINO,29
Homicidios,31/12/2017,FEMENINO,6
Homicidios,31/12/2017,MASCULINO,49
Homicidios,01/01/2018,FEMENINO,6
Homicidios,01/01/2018,MASCULINO,76
Homicidios,02/01/2018,FEMENINO,5
Homicidios,02/01/2018,MASCULINO,31
Homicidios,03/01/2018,FEMENINO,1
Homicidios,03/01/2018,MASCULINO,21
Homicidios,04/01/2018,FEMENINO,3
Homicidios,04/01/2018,MASCULINO,29
Homicidios,05/01/2018,FEMENINO,1
Homicidios,05/01/2018,MASCULINO,18
Homicidios,06/01/2018,FEMENINO,5
Homicidios,06/01/2018,MASCULINO,32
Homicidios,07/01/2018,FEMENINO,6
Homicidios,07/01/2018,MASCULINO,23
Homicidios,08/01/2018,FEMENINO,2
Homicidios,08/01/2018,MASCULINO,22
Homicidios,09/01/2018,MASCULINO,21
Homicidios,10/01/2018,MASCULINO,20
Homicidios,11/01/2018,FEMENINO,4
Homicidios,11/01/2018,MASCULINO,27
Homicidios,12/01/2018,FEMENINO,2
Homicidios,12/01/2018,MASCULINO,25
Homicidios,13/01/2018,FEMENINO,7
Homicidios,13/01/2018,MASCULINO,38
Homicidios,14/01/2018,FEMENINO,1
Homicidios,14/01/2018,MASCULINO,43
Homicidios,15/01/2018,FEMENINO,2
Homicidios,15/01/2018,MASCULINO,38
Homicidios,16/01/2018,FEMENINO,1
Homicidios,16/01/2018,MASCULINO,32
Homicidios,17/01/2018,FEMENINO,1
Homicidios,17/01/2018,MASCULINO,27
Homicidios,18/01/2018,FEMENINO,3
Homicidios,18/01/2018,MASCULINO,27
Homicidios,19/01/2018,FEMENINO,2
Homicidios,19/01/2018,MASCULINO,37
Homicidios,20/01/2018,FEMENINO,5
Homicidios,20/01/2018,MASCULINO,41
Homicidios,21/01/2018,FEMENINO,7
Homicidios,21/01/2018,MASCULINO,57
Homicidios,22/01/2018,FEMENINO,4
Homicidios,22/01/2018,MASCULINO,33
Homicidios,23/01/2018,FEMENINO,5
Homicidios,23/01/2018,MASCULINO,28
Homicidios,24/01/2018,FEMENINO,4
Homicidios,24/01/2018,MASCULINO,29
Homicidios,25/01/2018,FEMENINO,4
Homicidios,25/01/2018,MASCULINO,27
Homicidios,26/01/2018,FEMENINO,2
Homicidios,26/01/2018,MASCULINO,27
Homicidios,27/01/2018,FEMENINO,3
Homicidios,27/01/2018,MASCULINO,44
Homicidios,28/01/2018,FEMENINO,2
Homicidios,28/01/2018,MASCULINO,51
Homicidios,29/01/2018,FEMENINO,7
Homicidios,29/01/2018,MASCULINO,20
Homicidios,30/01/2018,FEMENINO,3
Homicidios,30/01/2018,MASCULINO,35
Homicidios,31/01/2018,FEMENINO,3
Homicidios,31/01/2018,MASCULINO,29
Homicidios,01/02/2018,FEMENINO,2
Homicidios,01/02/2018,MASCULINO,22
Homicidios,02/02/2018,FEMENINO,4
Homicidios,02/02/2018,MASCULINO,26
Homicidios,03/02/2018,FEMENINO,3
Homicidios,03/02/2018,MASCULINO,34
Homicidios,04/02/2018,FEMENINO,4
Homicidios,04/02/2018,MASCULINO,51
Homicidios,05/02/2018,FEMENINO,2
Homicidios,05/02/2018,MASCULINO,26
Homicidios,06/02/2018,FEMENINO,2
Homicidios,06/02/2018,MASCULINO,32
Homicidios,07/02/2018,FEMENINO,3
Homicidios,07/02/2018,MASCULINO,33
Homicidios,08/02/2018,MASCULINO,29
Homicidios,09/02/2018,FEMENINO,7
Homicidios,09/02/2018,MASCULINO,28
Homicidios,10/02/2018,FEMENINO,3
Homicidios,10/02/2018,MASCULINO,40
Homicidios,11/02/2018,FEMENINO,6
Homicidios,11/02/2018,MASCULINO,57
Homicidios,12/02/2018,FEMENINO,1
Homicidios,12/02/2018,MASCULINO,33
Homicidios,13/02/2018,FEMENINO,1
Homicidios,13/02/2018,MASCULINO,24
Homicidios,14/02/2018,FEMENINO,3
Homicidios,14/02/2018,MASCULINO,22
Homicidios,15/02/2018,FEMENINO,2
Homicidios,15/02/2018,MASCULINO,17
Homicidios,16/02/2018,FEMENINO,3
Homicidios,16/02/2018,MASCULINO,31
Homicidios,17/02/2018,FEMENINO,3
Homicidios,17/02/2018,MASCULINO,29
Homicidios,18/02/2018,FEMENINO,1
Homicidios,18/02/2018,MASCULINO,41
Homicidios,19/02/2018,FEMENINO,5
Homicidios,19/02/2018,MASCULINO,23
Homicidios,20/02/2018,MASCULINO,27
Homicidios,21/02/2018,FEMENINO,2
Homicidios,21/02/2018,MASCULINO,30
Homicidios,22/02/2018,FEMENINO,1
Homicidios,22/02/2018,MASCULINO,18
Homicidios,23/02/2018,FEMENINO,3
Homicidios,23/02/2018,MASCULINO,29
Homicidios,24/02/2018,FEMENINO,3
Homicidios,24/02/2018,MASCULINO,27
Homicidios,25/02/2018,FEMENINO,2
Homicidios,25/02/2018,MASCULINO,47
Homicidios,26/02/2018,FEMENINO,6
Homicidios,26/02/2018,MASCULINO,29
Homicidios,27/02/2018,FEMENINO,3
Homicidios,27/02/2018,MASCULINO,28
Homicidios,28/02/2018,FEMENINO,4
Homicidios,28/02/2018,MASCULINO,33
Homicidios,01/03/2018,FEMENINO,1
Homicidios,01/03/2018,MASCULINO,36
Homicidios,02/03/2018,FEMENINO,1
Homicidios,02/03/2018,MASCULINO,25
Homicidios,03/03/2018,FEMENINO,5
Homicidios,03/03/2018,MASCULINO,30
Homicidios,04/03/2018,FEMENINO,3
Homicidios,04/03/2018,MASCULINO,44
Homicidios,05/03/2018,FEMENINO,4
Homicidios,05/03/2018,MASCULINO,30
Homicidios,06/03/2018,FEMENINO,2
Homicidios,06/03/2018,MASCULINO,28
Homicidios,07/03/2018,FEMENINO,3
Homicidios,07/03/2018,MASCULINO,35
Homicidios,08/03/2018,FEMENINO,3
Homicidios,08/03/2018,MASCULINO,21
Homicidios,09/03/2018,FEMENINO,2
Homicidios,09/03/2018,MASCULINO,25
Homicidios,10/03/2018,FEMENINO,4
Homicidios,10/03/2018,MASCULINO,26
Homicidios,11/03/2018,FEMENINO,4
Homicidios,11/03/2018,MASCULINO,26
Homicidios,12/03/2018,FEMENINO,4
Homicidios,12/03/2018,MASCULINO,25
Homicidios,13/03/2018,FEMENINO,2
Homicidios,13/03/2018,MASCULINO,18
Homicidios,14/03/2018,FEMENINO,4
Homicidios,14/03/2018,MASCULINO,29
Homicidios,15/03/2018,FEMENINO,5
Homicidios,15/03/2018,MASCULINO,30
Homicidios,16/03/2018,FEMENINO,5
Homicidios,16/03/2018,MASCULINO,49
Homicidios,17/03/2018,FEMENINO,4
Homicidios,17/03/2018,MASCULINO,40
Homicidios,18/03/2018,FEMENINO,3
Homicidios,18/03/2018,MASCULINO,61
Homicidios,19/03/2018,FEMENINO,2
Homicidios,19/03/2018,MASCULINO,24
Homicidios,20/03/2018,FEMENINO,3
Homicidios,20/03/2018,MASCULINO,28
Homicidios,21/03/2018,FEMENINO,2
Homicidios,21/03/2018,MASCULINO,36
Homicidios,22/03/2018,FEMENINO,2
Homicidios,22/03/2018,MASCULINO,21
Homicidios,23/03/2018,FEMENINO,2
Homicidios,23/03/2018,MASCULINO,27
Homicidios,24/03/2018,FEMENINO,2
Homicidios,24/03/2018,MASCULINO,42
Homicidios,25/03/2018,FEMENINO,5
Homicidios,25/03/2018,MASCULINO,58
Homicidios,26/03/2018,FEMENINO,4
Homicidios,26/03/2018,MASCULINO,43
Homicidios,27/03/2018,FEMENINO,5
Homicidios,27/03/2018,MASCULINO,32
Homicidios,28/03/2018,FEMENINO,3
Homicidios,28/03/2018,MASCULINO,29
Homicidios,29/03/2018,FEMENINO,2
Homicidios,29/03/2018,MASCULINO,32
Homicidios,30/03/2018,FEMENINO,3
Homicidios,30/03/2018,MASCULINO,21
Homicidios,31/03/2018,FEMENINO,1
Homicidios,31/03/2018,MASCULINO,26
Homicidios,01/04/2018,FEMENINO,1
Homicidios,01/04/2018,MASCULINO,31
Homicidios,02/04/2018,FEMENINO,7
Homicidios,02/04/2018,MASCULINO,30
Homicidios,03/04/2018,FEMENINO,2
Homicidios,03/04/2018,MASCULINO,24
Homicidios,04/04/2018,FEMENINO,3
Homicidios,04/04/2018,MASCULINO,30
Homicidios,05/04/2018,FEMENINO,3
Homicidios,05/04/2018,MASCULINO,27
Homicidios,06/04/2018,FEMENINO,1
Homicidios,06/04/2018,MASCULINO,31
Homicidios,07/04/2018,FEMENINO,3
Homicidios,07/04/2018,MASCULINO,37
Homicidios,08/04/2018,FEMENINO,1
Homicidios,08/04/2018,MASCULINO,67
Homicidios,09/04/2018,FEMENINO,2
Homicidios,09/04/2018,MASCULINO,32
Homicidios,10/04/2018,FEMENINO,3
Homicidios,10/04/2018,MASCULINO,29
Homicidios,11/04/2018,FEMENINO,1
Homicidios,11/04/2018,MASCULINO,31
Homicidios,12/04/2018,FEMENINO,1
Homicidios,12/04/2018,MASCULINO,32
Homicidios,13/04/2018,FEMENINO,3
Homicidios,13/04/2018,MASCULINO,23
Homicidios,14/04/2018,FEMENINO,4
Homicidios,14/04/2018,MASCULINO,48
Homicidios,15/04/2018,FEMENINO,8
Homicidios,15/04/2018,MASCULINO,52
Homicidios,16/04/2018,MASCULINO,34
Homicidios,17/04/2018,FEMENINO,5
Homicidios,17/04/2018,MASCULINO,35
Homicidios,18/04/2018,FEMENINO,2
Homicidios,18/04/2018,MASCULINO,26
Homicidios,19/04/2018,FEMENINO,3
Homicidios,19/04/2018,MASCULINO,20
Homicidios,20/04/2018,FEMENINO,3
Homicidios,20/04/2018,MASCULINO,33
Homicidios,21/04/2018,FEMENINO,1
Homicidios,21/04/2018,MASCULINO,34
Homicidios,22/04/2018,FEMENINO,13
Homicidios,22/04/2018,MASCULINO,65
Homicidios,23/04/2018,FEMENINO,3
Homicidios,23/04/2018,MASCULINO,28
Homicidios,24/04/2018,FEMENINO,3
Homicidios,24/04/2018,MASCULINO,23
Homicidios,25/04/2018,FEMENINO,2
Homicidios,25/04/2018,MASCULINO,36
Homicidios,26/04/2018,FEMENINO,2
Homicidios,26/04/2018,MASCULINO,28
Homicidios,27/04/2018,FEMENINO,1
Homicidios,27/04/2018,MASCULINO,32
Homicidios,28/04/2018,FEMENINO,3
Homicidios,28/04/2018,MASCULINO,38
Homicidios,29/04/2018,FEMENINO,2
Homicidios,29/04/2018,MASCULINO,39
Homicidios,30/04/2018,FEMENINO,4
Homicidios,30/04/2018,MASCULINO,27
Homicidios,01/05/2018,FEMENINO,2
Homicidios,01/05/2018,MASCULINO,17
Homicidios,02/05/2018,FEMENINO,2
Homicidios,02/05/2018,MASCULINO,31
Homicidios,03/05/2018,FEMENINO,3
Homicidios,03/05/2018,MASCULINO,34
Homicidios,04/05/2018,FEMENINO,3
Homicidios,04/05/2018,MASCULINO,26
Homicidios,05/05/2018,FEMENINO,1
Homicidios,05/05/2018,MASCULINO,28
Homicidios,06/05/2018,FEMENINO,6
Homicidios,06/05/2018,MASCULINO,43
Homicidios,07/05/2018,FEMENINO,3
Homicidios,07/05/2018,MASCULINO,27
Homicidios,08/05/2018,FEMENINO,1
Homicidios,08/05/2018,MASCULINO,23
Homicidios,09/05/2018,FEMENINO,3
Homicidios,09/05/2018,MASCULINO,22
Homicidios,10/05/2018,FEMENINO,1
Homicidios,10/05/2018,MASCULINO,23
Homicidios,11/05/2018,FEMENINO,1
Homicidios,11/05/2018,MASCULINO,27
Homicidios,12/05/2018,FEMENINO,1
Homicidios,12/05/2018,MASCULINO,38
Homicidios,13/05/2018,FEMENINO,3
Homicidios,13/05/2018,MASCULINO,53
Homicidios,14/05/2018,FEMENINO,2
Homicidios,14/05/2018,MASCULINO,42
Homicidios,15/05/2018,FEMENINO,2
Homicidios,15/05/2018,MASCULINO,25
Homicidios,16/05/2018,FEMENINO,5
Homicidios,16/05/2018,MASCULINO,27
Homicidios,17/05/2018,FEMENINO,2
Homicidios,17/05/2018,MASCULINO,28
Homicidios,18/05/2018,FEMENINO,3
Homicidios,18/05/2018,MASCULINO,19
Homicidios,19/05/2018,FEMENINO,5
Homicidios,19/05/2018,MASCULINO,42
Homicidios,20/05/2018,FEMENINO,2
Homicidios,20/05/2018,MASCULINO,51
Homicidios,21/05/2018,FEMENINO,7
Homicidios,21/05/2018,MASCULINO,33
Homicidios,22/05/2018,FEMENINO,3
Homicidios,22/05/2018,MASCULINO,17
Homicidios,23/05/2018,FEMENINO,3
Homicidios,23/05/2018,MASCULINO,28
Homicidios,24/05/2018,FEMENINO,3
Homicidios,24/05/2018,MASCULINO,18
Homicidios,25/05/2018,MASCULINO,17
Homicidios,26/05/2018,FEMENINO,2
Homicidios,26/05/2018,MASCULINO,31
Homicidios,27/05/2018,FEMENINO,5
Homicidios,27/05/2018,MASCULINO,26
Homicidios,28/05/2018,FEMENINO,3
Homicidios,28/05/2018,MASCULINO,26
Homicidios,29/05/2018,FEMENINO,3
Homicidios,29/05/2018,MASCULINO,27
Homicidios,30/05/2018,FEMENINO,3
Homicidios,30/05/2018,MASCULINO,25
Homicidios,31/05/2018,FEMENINO,4
Homicidios,31/05/2018,MASCULINO,30
Homicidios,01/06/2018,FEMENINO,1
Homicidios,01/06/2018,MASCULINO,29
Homicidios,02/06/2018,FEMENINO,4
Homicidios,02/06/2018,MASCULINO,37
Homicidios,03/06/2018,FEMENINO,2
Homicidios,03/06/2018,MASCULINO,60
Homicidios,04/06/2018,FEMENINO,2
Homicidios,04/06/2018,MASCULINO,24
Homicidios,05/06/2018,FEMENINO,2
Homicidios,05/06/2018,MASCULINO,25
Homicidios,06/06/2018,FEMENINO,2
Homicidios,06/06/2018,MASCULINO,30
Homicidios,07/06/2018,MASCULINO,20
Homicidios,08/06/2018,FEMENINO,2
Homicidios,08/06/2018,MASCULINO,21
Homicidios,09/06/2018,FEMENINO,4
Homicidios,09/06/2018,MASCULINO,49
Homicidios,10/06/2018,FEMENINO,5
Homicidios,10/06/2018,MASCULINO,34
Homicidios,11/06/2018,FEMENINO,3
Homicidios,11/06/2018,MASCULINO,41
Homicidios,12/06/2018,FEMENINO,2
Homicidios,12/06/2018,MASCULINO,20
Homicidios,13/06/2018,FEMENINO,4
Homicidios,13/06/2018,MASCULINO,26
Homicidios,14/06/2018,FEMENINO,6
Homicidios,14/06/2018,MASCULINO,27
Homicidios,15/06/2018,FEMENINO,3
Homicidios,15/06/2018,MASCULINO,28
Homicidios,16/06/2018,FEMENINO,4
Homicidios,16/06/2018,MASCULINO,25
Homicidios,17/06/2018,FEMENINO,4
Homicidios,17/06/2018,MASCULINO,18
Homicidios,18/06/2018,FEMENINO,1
Homicidios,18/06/2018,MASCULINO,28
Homicidios,19/06/2018,MASCULINO,21
Homicidios,20/06/2018,FEMENINO,2
Homicidios,20/06/2018,MASCULINO,31
Homicidios,21/06/2018,FEMENINO,3
Homicidios,21/06/2018,MASCULINO,30
Homicidios,22/06/2018,FEMENINO,3
Homicidios,22/06/2018,MASCULINO,33
Homicidios,23/06/2018,FEMENINO,5
Homicidios,23/06/2018,MASCULINO,33
Homicidios,24/06/2018,FEMENINO,6
Homicidios,24/06/2018,MASCULINO,48
Homicidios,25/06/2018,FEMENINO,4
Homicidios,25/06/2018,MASCULINO,27
Homicidios,26/06/2018,FEMENINO,4
Homicidios,26/06/2018,MASCULINO,21
Homicidios,27/06/2018,FEMENINO,1
Homicidios,27/06/2018,MASCULINO,17
Homicidios,28/06/2018,FEMENINO,1
Homicidios,28/06/2018,MASCULINO,16
Homicidios,29/06/2018,FEMENINO,2
Homicidios,29/06/2018,MASCULINO,21
Homicidios,30/06/2018,MASCULINO,26
Homicidios,01/07/2018,FEMENINO,6
Homicidios,01/07/2018,MASCULINO,42
Homicidios,02/07/2018,MASCULINO,28
Homicidios,03/07/2018,FEMENINO,4
Homicidios,03/07/2018,MASCULINO,35
Homicidios,04/07/2018,FEMENINO,4
Homicidios,04/07/2018,MASCULINO,22
Homicidios,05/07/2018,FEMENINO,3
Homicidios,05/07/2018,MASCULINO,22
Homicidios,06/07/2018,FEMENINO,1
Homicidios,06/07/2018,MASCULINO,20
Homicidios,07/07/2018,FEMENINO,2
Homicidios,07/07/2018,MASCULINO,33
Homicidios,08/07/2018,MASCULINO,7
DelitoSexuales,01/01/2017,FEMENINO,293
DelitoSexuales,01/01/2017,MASCULINO,29
DelitoSexuales,02/01/2017,FEMENINO,79
DelitoSexuales,02/01/2017,MASCULINO,14
DelitoSexuales,03/01/2017,FEMENINO,62
DelitoSexuales,03/01/2017,MASCULINO,6
DelitoSexuales,04/01/2017,FEMENINO,61
DelitoSexuales,04/01/2017,MASCULINO,14
DelitoSexuales,05/01/2017,FEMENINO,60
DelitoSexuales,05/01/2017,MASCULINO,11
DelitoSexuales,06/01/2017,FEMENINO,53
DelitoSexuales,06/01/2017,MASCULINO,12
DelitoSexuales,07/01/2017,FEMENINO,61
DelitoSexuales,07/01/2017,MASCULINO,5
DelitoSexuales,08/01/2017,FEMENINO,45
DelitoSexuales,08/01/2017,MASCULINO,3
DelitoSexuales,09/01/2017,FEMENINO,53
DelitoSexuales,09/01/2017,MASCULINO,12
DelitoSexuales,10/01/2017,FEMENINO,106
DelitoSexuales,10/01/2017,MASCULINO,14
DelitoSexuales,11/01/2017,FEMENINO,66
DelitoSexuales,11/01/2017,MASCULINO,4
DelitoSexuales,12/01/2017,FEMENINO,84
DelitoSexuales,12/01/2017,MASCULINO,10
DelitoSexuales,13/01/2017,FEMENINO,51
DelitoSexuales,13/01/2017,MASCULINO,9
DelitoSexuales,14/01/2017,FEMENINO,55
DelitoSexuales,14/01/2017,MASCULINO,5
DelitoSexuales,15/01/2017,FEMENINO,81
DelitoSexuales,15/01/2017,MASCULINO,14
DelitoSexuales,16/01/2017,FEMENINO,55
DelitoSexuales,16/01/2017,MASCULINO,12
DelitoSexuales,17/01/2017,FEMENINO,61
DelitoSexuales,17/01/2017,MASCULINO,14
DelitoSexuales,18/01/2017,FEMENINO,79
DelitoSexuales,18/01/2017,MASCULINO,11
DelitoSexuales,19/01/2017,FEMENINO,48
DelitoSexuales,19/01/2017,MASCULINO,5
DelitoSexuales,20/01/2017,FEMENINO,70
DelitoSexuales,20/01/2017,MASCULINO,9
DelitoSexuales,21/01/2017,FEMENINO,57
DelitoSexuales,21/01/2017,MASCULINO,10
DelitoSexuales,22/01/2017,FEMENINO,70
DelitoSexuales,22/01/2017,MASCULINO,10
DelitoSexuales,23/01/2017,FEMENINO,71
DelitoSexuales,23/01/2017,MASCULINO,9
DelitoSexuales,24/01/2017,FEMENINO,58
DelitoSexuales,24/01/2017,MASCULINO,12
DelitoSexuales,25/01/2017,FEMENINO,67
DelitoSexuales,25/01/2017,MASCULINO,3
DelitoSexuales,26/01/2017,FEMENINO,43
DelitoSexuales,26/01/2017,MASCULINO,7
DelitoSexuales,27/01/2017,FEMENINO,64
DelitoSexuales,27/01/2017,MASCULINO,9
DelitoSexuales,28/01/2017,FEMENINO,62
DelitoSexuales,28/01/2017,MASCULINO,13
DelitoSexuales,29/01/2017,FEMENINO,49
DelitoSexuales,29/01/2017,MASCULINO,4
DelitoSexuales,30/01/2017,FEMENINO,71
DelitoSexuales,30/01/2017,MASCULINO,9
DelitoSexuales,31/01/2017,FEMENINO,52
DelitoSexuales,31/01/2017,MASCULINO,10
DelitoSexuales,01/02/2017,FEMENINO,168
DelitoSexuales,01/02/2017,MASCULINO,29
DelitoSexuales,02/02/2017,FEMENINO,78
DelitoSexuales,02/02/2017,MASCULINO,8
DelitoSexuales,03/02/2017,FEMENINO,71
DelitoSexuales,03/02/2017,MASCULINO,9
DelitoSexuales,04/02/2017,FEMENINO,73
DelitoSexuales,04/02/2017,MASCULINO,1
DelitoSexuales,05/02/2017,FEMENINO,61
DelitoSexuales,05/02/2017,MASCULINO,11
DelitoSexuales,06/02/2017,FEMENINO,84
DelitoSexuales,06/02/2017,MASCULINO,14
DelitoSexuales,07/02/2017,FEMENINO,76
DelitoSexuales,07/02/2017,MASCULINO,6
DelitoSexuales,08/02/2017,FEMENINO,78
DelitoSexuales,08/02/2017,MASCULINO,9
DelitoSexuales,09/02/2017,-,1
DelitoSexuales,09/02/2017,FEMENINO,56
DelitoSexuales,09/02/2017,MASCULINO,10
DelitoSexuales,10/02/2017,FEMENINO,77
DelitoSexuales,10/02/2017,MASCULINO,12
DelitoSexuales,11/02/2017,FEMENINO,60
DelitoSexuales,11/02/2017,MASCULINO,11
DelitoSexuales,12/02/2017,FEMENINO,64
DelitoSexuales,12/02/2017,MASCULINO,14
DelitoSexuales,13/02/2017,FEMENINO,66
DelitoSexuales,13/02/2017,MASCULINO,12
DelitoSexuales,14/02/2017,FEMENINO,63
DelitoSexuales,14/02/2017,MASCULINO,16
DelitoSexuales,15/02/2017,FEMENINO,94
DelitoSexuales,15/02/2017,MASCULINO,12
DelitoSexuales,16/02/2017,FEMENINO,86
DelitoSexuales,16/02/2017,MASCULINO,14
DelitoSexuales,17/02/2017,FEMENINO,70
DelitoSexuales,17/02/2017,MASCULINO,17
DelitoSexuales,18/02/2017,FEMENINO,65
DelitoSexuales,18/02/2017,MASCULINO,14
DelitoSexuales,19/02/2017,FEMENINO,55
DelitoSexuales,19/02/2017,MASCULINO,5
DelitoSexuales,20/02/2017,FEMENINO,97
DelitoSexuales,20/02/2017,MASCULINO,14
DelitoSexuales,21/02/2017,FEMENINO,71
DelitoSexuales,21/02/2017,MASCULINO,14
DelitoSexuales,22/02/2017,FEMENINO,83
DelitoSexuales,22/02/2017,MASCULINO,10
DelitoSexuales,23/02/2017,FEMENINO,85
DelitoSexuales,23/02/2017,MASCULINO,12
DelitoSexuales,24/02/2017,FEMENINO,64
DelitoSexuales,24/02/2017,MASCULINO,7
DelitoSexuales,25/02/2017,FEMENINO,53
DelitoSexuales,25/02/2017,MASCULINO,8
DelitoSexuales,26/02/2017,FEMENINO,63
DelitoSexuales,26/02/2017,MASCULINO,8
DelitoSexuales,27/02/2017,FEMENINO,68
DelitoSexuales,27/02/2017,MASCULINO,10
DelitoSexuales,28/02/2017,FEMENINO,76
DelitoSexuales,28/02/2017,MASCULINO,12
DelitoSexuales,01/03/2017,FEMENINO,147
DelitoSexuales,01/03/2017,MASCULINO,28
DelitoSexuales,02/03/2017,FEMENINO,83
DelitoSexuales,02/03/2017,MASCULINO,12
DelitoSexuales,03/03/2017,FEMENINO,88
DelitoSexuales,03/03/2017,MASCULINO,7
DelitoSexuales,04/03/2017,FEMENINO,54
DelitoSexuales,04/03/2017,MASCULINO,12
DelitoSexuales,05/03/2017,FEMENINO,65
DelitoSexuales,05/03/2017,MASCULINO,12
DelitoSexuales,06/03/2017,FEMENINO,66
DelitoSexuales,06/03/2017,MASCULINO,13
DelitoSexuales,07/03/2017,FEMENINO,50
DelitoSexuales,07/03/2017,MASCULINO,12
DelitoSexuales,08/03/2017,FEMENINO,84
DelitoSexuales,08/03/2017,MASCULINO,14
DelitoSexuales,09/03/2017,FEMENINO,83
DelitoSexuales,09/03/2017,MASCULINO,21
DelitoSexuales,10/03/2017,FEMENINO,86
DelitoSexuales,10/03/2017,MASCULINO,17
DelitoSexuales,11/03/2017,FEMENINO,59
DelitoSexuales,11/03/2017,MASCULINO,5
DelitoSexuales,12/03/2017,FEMENINO,62
DelitoSexuales,12/03/2017,MASCULINO,8
DelitoSexuales,13/03/2017,FEMENINO,69
DelitoSexuales,13/03/2017,MASCULINO,11
DelitoSexuales,14/03/2017,FEMENINO,75
DelitoSexuales,14/03/2017,MASCULINO,4
DelitoSexuales,15/03/2017,FEMENINO,88
DelitoSexuales,15/03/2017,MASCULINO,13
DelitoSexuales,16/03/2017,FEMENINO,76
DelitoSexuales,16/03/2017,MASCULINO,11
DelitoSexuales,17/03/2017,FEMENINO,78
DelitoSexuales,17/03/2017,MASCULINO,13
DelitoSexuales,18/03/2017,FEMENINO,61
DelitoSexuales,18/03/2017,MASCULINO,8
DelitoSexuales,19/03/2017,FEMENINO,57
DelitoSexuales,19/03/2017,MASCULINO,13
DelitoSexuales,20/03/2017,FEMENINO,56
DelitoSexuales,20/03/2017,MASCULINO,9
DelitoSexuales,21/03/2017,FEMENINO,58
DelitoSexuales,21/03/2017,MASCULINO,11
DelitoSexuales,22/03/2017,FEMENINO,68
DelitoSexuales,22/03/2017,MASCULINO,9
DelitoSexuales,23/03/2017,FEMENINO,71
DelitoSexuales,23/03/2017,MASCULINO,13
DelitoSexuales,24/03/2017,FEMENINO,65
DelitoSexuales,24/03/2017,MASCULINO,10
DelitoSexuales,25/03/2017,FEMENINO,65
DelitoSexuales,25/03/2017,MASCULINO,5
DelitoSexuales,26/03/2017,FEMENINO,51
DelitoSexuales,26/03/2017,MASCULINO,5
DelitoSexuales,27/03/2017,FEMENINO,74
DelitoSexuales,27/03/2017,MASCULINO,15
DelitoSexuales,28/03/2017,FEMENINO,97
