Fecha,Zona,CantidadTotal
11/05/2018,URBANA,18
12/05/2018,RURAL,5
12/05/2018,URBANA,34
13/05/2018,RURAL,16
13/05/2018,URBANA,40
14/05/2018,RURAL,8
14/05/2018,URBANA,36
15/05/2018,RURAL,9
15/05/2018,URBANA,18
16/05/2018,RURAL,12
16/05/2018,URBANA,20
17/05/2018,RURAL,11
17/05/2018,URBANA,19
18/05/2018,RURAL,6
18/05/2018,URBANA,16
19/05/2018,RURAL,17
19/05/2018,URBANA,30
20/05/2018,RURAL,18
20/05/2018,URBANA,35
21/05/2018,RURAL,10
21/05/2018,URBANA,30
22/05/2018,RURAL,6
22/05/2018,URBANA,14
23/05/2018,RURAL,10
23/05/2018,URBANA,21
24/05/2018,RURAL,5
24/05/2018,URBANA,16
25/05/2018,RURAL,6
25/05/2018,URBANA,11
26/05/2018,RURAL,10
26/05/2018,URBANA,23
27/05/2018,RURAL,6
27/05/2018,URBANA,25
28/05/2018,RURAL,10
28/05/2018,URBANA,19
29/05/2018,RURAL,11
29/05/2018,URBANA,19
30/05/2018,RURAL,8
30/05/2018,URBANA,20
31/05/2018,RURAL,10
31/05/2018,URBANA,24
01/06/2018,RURAL,12
01/06/2018,URBANA,18
02/06/2018,RURAL,13
02/06/2018,URBANA,28
03/06/2018,RURAL,21
03/06/2018,URBANA,41
04/06/2018,RURAL,6
04/06/2018,URBANA,20
05/06/2018,RURAL,9
05/06/2018,URBANA,18
06/06/2018,RURAL,9
06/06/2018,URBANA,23
07/06/2018,RURAL,10
07/06/2018,URBANA,10
08/06/2018,RURAL,12
08/06/2018,URBANA,11
09/06/2018,RURAL,16
09/06/2018,URBANA,37
10/06/2018,RURAL,17
10/06/2018,URBANA,22
11/06/2018,RURAL,19
11/06/2018,URBANA,25
12/06/2018,RURAL,4
12/06/2018,URBANA,18
13/06/2018,RURAL,9
13/06/2018,URBANA,21
14/06/2018,RURAL,9
14/06/2018,URBANA,24
15/06/2018,RURAL,10
15/06/2018,URBANA,21
16/06/2018,RURAL,9
16/06/2018,URBANA,20
17/06/2018,RURAL,8
17/06/2018,URBANA,14
18/06/2018,RURAL,7
18/06/2018,URBANA,22
19/06/2018,RURAL,4
19/06/2018,URBANA,17
20/06/2018,RURAL,12
20/06/2018,URBANA,21
21/06/2018,RURAL,15
21/06/2018,URBANA,18
22/06/2018,RURAL,11
22/06/2018,URBANA,25
23/06/2018,RURAL,16
23/06/2018,URBANA,22
24/06/2018,RURAL,11
24/06/2018,URBANA,43
25/06/2018,RURAL,5
25/06/2018,URBANA,26
26/06/2018,RURAL,8
26/06/2018,URBANA,17
27/06/2018,RURAL,8
27/06/2018,URBANA,10
28/06/2018,RURAL,6
28/06/2018,URBANA,11
29/06/2018,RURAL,7
29/06/2018,URBANA,16
30/06/2018,RURAL,8
30/06/2018,URBANA,18
01/07/2018,RURAL,16
01/07/2018,URBANA,32
02/07/2018,RURAL,8
02/07/2018,URBANA,20
03/07/2018,RURAL,20
03/07/2018,URBANA,19
04/07/2018,RURAL,6
04/07/2018,URBANA,20
05/07/2018,RURAL,4
05/07/2018,URBANA,21
06/07/2018,RURAL,10
06/07/2018,URBANA,11
07/07/2018,RURAL,7
07/07/2018,URBANA,28
08/07/2018,RURAL,2
08/07/2018,URBANA,5
