"mo","le","ite","type_est","modulo","course_branch_lesson_name","item","course_item_type_desc","part_modulo","part_leccion","part_item","prom_intentos","prom_act_aprendizaje","completitud_modulo","completitud_lec"
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 1,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del sistema decimal de numeración,supplement,43,43,,,,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 2,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Sistemas de numeración,quiz,43,43,38,,,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 3,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Reglas del sistema de numeración (actividad de aprendizaje),ungraded lti,43,43,,,1.00,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 4,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Resumen de las cuestiones claves de los números naturales y los sistemas de numeración,lecture,43,43,34,,,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 5,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del resumen de las cuestiones claves de los números naturales y los sistemas de numeración,supplement,43,43,,,,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 6,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del módulo,supplement,43,43,,,,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 7,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Cuestionario final módulo números naturales y sistemas de numeración,exam,43,43,43,2.00,,0.80,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 8,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Bibliografía números naturales y sistemas de numeración,supplement,43,43,,,,0.80,0.79
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 0,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Introducción a la aritmética de los números naturales,lecture,43,38,38,,,0.76,0.95
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 1,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de la introducción a la aritmética de los números naturales,supplement,43,38,,,,0.76,0.95
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 2,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Concepciones de la adición,lecture,43,38,38,,,0.76,0.95
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 3,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de las concepciones de la adición,supplement,43,38,,,,0.76,0.95
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 4,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Situación de ahorro (actividad de aprendizaje),ungraded lti,43,38,,,1.00,0.76,0.95
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 0,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,¿Cumplen las mismas propiedades la adición y la sustracción?,lecture,43,37,36,,,0.76,0.91
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 1,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Mapa conceptual de las propiedades de las operaciones aditivas,supplement,43,37,,,,0.76,0.91
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 2,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Operaciones aditivas,quiz,43,37,37,,,0.76,0.91
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 3,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Verificación de problemas (actividad de aprendizaje),ungraded lti,43,37,,,1.00,0.76,0.91
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 0,T,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,¿Cómo hacer una adición con el ábaco vertical?,lecture,43,36,36,,,0.76,0.90
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 1,T,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Mapa conceptual de las formas de sumar y restar,supplement,43,36,,,,0.76,0.90
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 2,T,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Procedimientos de cálculo (actividad de aprendizaje),ungraded lti,43,36,1,,1.00,0.76,0.90
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 0,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Significados de la división y la multiplicación,lecture,43,32,32,,,0.76,0.89
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 1,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Mapa conceptual de los significados de la división y la multiplicación,supplement,43,32,,,,0.76,0.89
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 2,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Amortización de crédito bancario (actividad de aprendizaje),ungraded lti,43,32,1,,1.00,0.76,0.89
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 3,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Publicidad falsa de helados (actividad de aprendizaje),ungraded lti,43,32,,,1.00,0.76,0.89
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 0,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,¿Cumplen la propiedad conmutativa la multiplicación y la división?,lecture,43,34,33,,,0.76,0.92
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 1,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Mapa conceptual de las propiedades de las operaciones multiplicativas,supplement,43,34,,,,0.76,0.92
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 2,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Operaciones multiplicativas,quiz,43,34,34,,,0.76,0.92
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 3,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Los caramelos de Lucy (actividad de aprendizaje),ungraded lti,43,34,,,1.00,0.76,0.92
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 0,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Significado de la multiplicación: ábaco vertical,lecture,43,43,31,,,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 1,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual de las formas de multiplicar y dividir,supplement,43,43,,,,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 2,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Multiplicación/división en el ábaco (actividad de aprendizaje),ungraded lti,43,43,,,1.00,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 3,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Resumen de las cuestiones claves de la aritmética de los números naturales,lecture,43,43,32,,,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 4,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del resumen de las cuestiones claves de la aritmética de los números naturales,supplement,43,43,,,,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 5,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del módulo,supplement,43,43,,,,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 6,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Cuestionario final módulo aritmética de los números naturales,exam,43,43,43,2.00,,0.76,0.74
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 7,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Bibliografía aritmética de los números naturales,supplement,43,43,,,,0.76,0.74
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 0,T,Números racionales,Elementos y representaciones de números racionales,Introducción a números racionales,lecture,43,40,39,,,0.74,0.84
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 1,T,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de la introducción a números racionales,supplement,43,40,,,,0.74,0.84
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 2,T,Números racionales,Elementos y representaciones de números racionales,Representaciones de números racionales,quiz,43,40,37,,,0.74,0.84
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 3,T,Números racionales,Elementos y representaciones de números racionales,Representación de los racionales (actividad de aprendizaje),ungraded lti,43,40,,,1.00,0.74,0.84
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 4,T,Números racionales,Elementos y representaciones de números racionales,Elementos y representaciones de los números racionales,lecture,43,40,33,,,0.74,0.84
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 5,T,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de las representaciones de los números racionales,supplement,43,40,,,,0.74,0.84
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 6,T,Números racionales,Elementos y representaciones de números racionales,Error en un número racional (actividad de aprendizaje),ungraded lti,43,40,,,1.00,0.74,0.84
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 0,T,Números racionales,Significados de los números racionales,Significados de los números racionales,lecture,43,36,33,,,0.74,0.88
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 1,T,Números racionales,Significados de los números racionales,Mapa conceptual de los significados de los números racionales,supplement,43,36,,,,0.74,0.88
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 2,T,Números racionales,Significados de los números racionales,Números racionales,quiz,43,36,35,,,0.74,0.88
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 3,T,Números racionales,Significados de los números racionales,Identificar el significado de la fracción (actividad de aprendizaje),ungraded lti,43,36,,,1.00,0.74,0.88
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 0,T,Números racionales,Operaciones con fracciones,Operaciones con fracciones,lecture,43,36,33,,,0.74,0.87
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 1,T,Números racionales,Operaciones con fracciones,Mapa conceptual de operaciones con fracciones,supplement,43,36,,,,0.74,0.87
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 2,T,Números racionales,Operaciones con fracciones,Operaciones con fracciones,quiz,43,36,35,,,0.74,0.87
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 3,T,Números racionales,Operaciones con fracciones,Contenido de una porción (actividad de aprendizaje),ungraded lti,43,36,,,1.00,0.74,0.87
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 0,T,Números racionales,Decimales,Números decimales,lecture,43,32,32,,,0.74,0.84
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 1,T,Números racionales,Decimales,Mapa conceptual de la multiplicación de decimales y fracciones,supplement,43,32,,,,0.74,0.84
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 2,T,Números racionales,Decimales,Una pequeña parte del metro (actividad de aprendizaje),ungraded lti,43,32,1,,1.00,0.74,0.84
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 3,T,Números racionales,Decimales,Sistema métrico decimal (actividad de aprendizaje),ungraded lti,43,32,,,1.00,0.74,0.84
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 0,T,Números racionales,Razón y proporción,Proporcionalidad entre cantidades,lecture,43,43,34,,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 1,T,Números racionales,Razón y proporción,Mapa conceptual de razón y proporción,supplement,43,43,,,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 2,T,Números racionales,Razón y proporción,Cantidad desconocida,quiz,43,43,35,,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 3,T,Números racionales,Razón y proporción,Resumen de las cuestiones claves de los números racionales,lecture,43,43,33,,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 4,T,Números racionales,Razón y proporción,Mapa conceptual del resumen de las cuestiones claves de los números racionales,supplement,43,43,,,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 5,T,Números racionales,Razón y proporción,Perímetro - lado del cuadrado (actividad de aprendizaje),ungraded lti,43,43,,,1.00,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 6,T,Números racionales,Razón y proporción,Mapa conceptual del módulo,supplement,43,43,,,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 7,T,Números racionales,Razón y proporción,Cuestionario final módulo números racionales,exam,43,43,43,2.00,,0.74,0.77
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 8,T,Números racionales,Razón y proporción,Bibliografía: Números racionales,supplement,43,43,,,,0.74,0.77
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 0,T,Geometría elemental del plano,Nociones geométricas básicas,Introducción a geometría elemental del plano,lecture,43,39,37,,,0.74,0.88
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 1,T,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de la introducción a geometría elemental del plano,supplement,43,39,,,,0.74,0.88
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 2,T,Geometría elemental del plano,Nociones geométricas básicas,Geometría,quiz,43,39,37,,,0.74,0.88
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 3,T,Geometría elemental del plano,Nociones geométricas básicas,Nociones básicas,lecture,43,39,34,,,0.74,0.88
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 4,T,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de las nociones básicas,supplement,43,39,,,,0.74,0.88
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 5,T,Geometría elemental del plano,Nociones geométricas básicas,Segmentos (actividad de aprendizaje),ungraded lti,43,39,,,1.00,0.74,0.88
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 0,T,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Características de los polígonos,lecture,43,36,34,,,0.74,0.88
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 1,T,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Mapa conceptual de las figuras planas,supplement,43,36,,,,0.74,0.88
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 2,T,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Figuras geométricas,quiz,43,36,36,,,0.74,0.88
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 3,T,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Poligonal y polígono (actividad de aprendizaje),ungraded lti,43,36,,,1.00,0.74,0.88
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 0,T,Geometría elemental del plano,Los triángulos (tipos y propiedades),Características de los triángulos,lecture,43,34,32,,,0.74,0.87
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 1,T,Geometría elemental del plano,Los triángulos (tipos y propiedades),Mapa conceptual de los triángulos,supplement,43,34,,,,0.74,0.87
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 2,T,Geometría elemental del plano,Los triángulos (tipos y propiedades),Triángulos,quiz,43,34,34,,,0.74,0.87
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 3,T,Geometría elemental del plano,Los triángulos (tipos y propiedades),Clasificación de triángulos (actividad de aprendizaje),ungraded lti,43,34,,,1.00,0.74,0.87
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 4,T,Geometría elemental del plano,Los triángulos (tipos y propiedades),Medidas de ángulos (actividad de aprendizaje),ungraded lti,43,34,,,1.00,0.74,0.87
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 0,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Tipos de cuadriláteros,lecture,43,43,32,,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 1,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual de los cuadriláteros,supplement,43,43,,,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 2,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de cuadriláteros (actividad de aprendizaje),ungraded lti,43,43,,,1.00,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 3,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de figuras,quiz,43,43,34,,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 4,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Resumen de las cuestiones claves de la geometría elemental del plano,lecture,43,43,32,,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 5,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del resumen de las cuestiones claves de la geometría elemental del plano,supplement,43,43,,,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 6,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del módulo,supplement,43,43,,,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 7,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Cuestionario final módulo geometría elemental del plano,exam,43,43,43,2.00,,0.74,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 8,T,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Bibliografía geometría elemental del plano,supplement,43,43,,,,0.74,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 0,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Introducción a los tipos de magnitudes,lecture,43,38,35,,,0.73,0.88
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 1,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de la introducción a los tipos de magnitudes,supplement,43,38,,,,0.73,0.88
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 2,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Magnitud,quiz,43,38,36,,,0.73,0.88
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 3,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,¿Qué es una magnitud?,lecture,43,38,33,,,0.73,0.88
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 4,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de los tipos de magnitudes,supplement,43,38,,,,0.73,0.88
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 5,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El experimento de Arquímedes (actividad de aprendizaje),ungraded lti,43,38,1,,1.00,0.73,0.88
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 6,T,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El lingote y la corona (actividad de aprendizaje),ungraded lti,43,38,1,,1.00,0.73,0.88
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 0,T,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Medida de magnitudes y unidades de medida,lecture,43,33,33,,,0.73,0.85
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 1,T,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Mapa conceptual de los conceptos y procedimientos para la medida de magnitudes,supplement,43,33,,,,0.73,0.85
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 2,T,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Rendimiento de combustible (actividad de aprendizaje),ungraded lti,43,33,1,,1.00,0.73,0.85
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 3,T,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,El arca de Noé (actividad de aprendizaje),ungraded lti,43,33,,,1.00,0.73,0.85
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 0,T,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,¿Cómo mides la longitud de un objeto?,lecture,43,33,33,,,0.73,0.91
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 1,T,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Mapa conceptual de la medida directa,supplement,43,33,,,,0.73,0.91
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 2,T,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Cálculo de áreas (actividad de aprendizaje),ungraded lti,43,33,,,1.00,0.73,0.91
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 0,T,Magnitudes y medidas. Medidas directas,Estimación,Procesos de estimación,lecture,43,33,33,,,0.73,0.88
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 1,T,Magnitudes y medidas. Medidas directas,Estimación,Mapa conceptual de estimación,supplement,43,33,,,,0.73,0.88
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 2,T,Magnitudes y medidas. Medidas directas,Estimación,Logotipo (actividad de aprendizaje),ungraded lti,43,33,1,,1.00,0.73,0.88
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 3,T,Magnitudes y medidas. Medidas directas,Estimación,Estatura (actividad de aprendizaje),ungraded lti,43,33,,,1.00,0.73,0.88
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 0,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Sistema métrico decimal y sistema internacional de medida,lecture,43,43,33,,,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 1,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del sistema internacional de medidas,supplement,43,43,,,,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 2,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Hectáreas (actividad de aprendizaje),ungraded lti,43,43,1,,1.00,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 3,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Resumen de las cuestiones claves de magnitudes y medidas,lecture,43,43,33,,,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 4,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del resumen de las cuestiones claves de magnitudes y medidas,supplement,43,43,,,,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 5,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del módulo,supplement,43,43,,,,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 6,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Cuestionario final módulo magnitudes y medidas,exam,43,43,43,2.00,,0.73,0.78
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 7,T,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Bibliografía magnitudes y medidas,supplement,43,43,,,,0.73,0.78
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 0,T,Aplicación de los conceptos aprendidos,Cierre del curso,Construcción de un mueble (actividad de aprendizaje),ungraded lti,31,31,,,1.00,0.81,0.81
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 1,T,Aplicación de los conceptos aprendidos,Cierre del curso,Mapa conceptual de los conceptos aprendidos en el curso,supplement,31,31,,,,0.81,0.81
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 2,T,Aplicación de los conceptos aprendidos,Cierre del curso,Aplicación de los conceptos aprendidos,quiz,31,31,31,,,0.81,0.81
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 3,T,Aplicación de los conceptos aprendidos,Cierre del curso,Video de cierre del curso,lecture,31,31,29,,,0.81,0.81
