"mo","le","ite","type_est","modulo","course_branch_lesson_name","item","course_item_type_desc","part_modulo","part_leccion","part_item","prom_intentos","prom_act_aprendizaje","completitud_modulo","completitud_lec"
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 0,A,Bienvenida,Bienvenida al curso,Bienvenida,lecture,139,139,134,,,0.89,0.89
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 1,A,Bienvenida,Bienvenida al curso,Presentación del curso,others,139,139,138,,,0.89,0.89
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 2,A,Bienvenida,Bienvenida al curso,Introducción al curso,lecture,139,139,125,,,0.89,0.89
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 3,A,Bienvenida,Bienvenida al curso,Recomendaciones para el éxito,others,139,139,138,,,0.89,0.89
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 0,A,Números naturales y sistemas de numeración,Origen de los números naturales,Origen de los números naturales,lecture,120,119,116,,,0.58,0.83
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 1,A,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual del origen de los números naturales,supplement,120,119,,,,0.58,0.83
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 2,A,Números naturales y sistemas de numeración,Origen de los números naturales,¿Qué sabes del número natural?,quiz,120,119,113,,,0.58,0.83
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 3,A,Números naturales y sistemas de numeración,Origen de los números naturales,Historia de los números naturales,lecture,120,119,107,,,0.58,0.83
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 4,A,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual de la historia de los números naturales,supplement,120,119,,,,0.58,0.83
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 5,A,Números naturales y sistemas de numeración,Origen de los números naturales,Relación de correspondencia,quiz,120,119,102,,,0.58,0.83
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 6,A,Números naturales y sistemas de numeración,Origen de los números naturales,Los enchufes (actividad de aprendizaje),ungraded lti,120,119,24,,1.00,0.58,0.83
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 0,A,Números naturales y sistemas de numeración,Usos de los números naturales,¿En qué se  diferencian cuantificar y contar?,lecture,120,91,90,,,0.58,0.81
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 1,A,Números naturales y sistemas de numeración,Usos de los números naturales,Mapa conceptual de los usos de los números naturales,supplement,120,91,,,,0.58,0.81
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 2,A,Números naturales y sistemas de numeración,Usos de los números naturales,Compra - venta (actividad de aprendizaje),ungraded lti,120,91,16,,1.00,0.58,0.81
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 3,A,Números naturales y sistemas de numeración,Usos de los números naturales,Número de identificación (actividad de aprendizaje),ungraded lti,120,91,8,,1.00,0.58,0.81
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 0,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Sabes cuántos pasos sigues para contar?,quiz,120,85,79,,,0.58,0.80
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 1,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Qué  hacemos  cuando  contamos?,lecture,120,85,82,,,0.58,0.80
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 2,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Mapa conceptual de los principios del conteo,supplement,120,85,,,,0.58,0.80
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 3,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Secuencias de conteo (actividad de aprendizaje),ungraded lti,120,85,1,,1.00,0.58,0.80
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 4,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Error de conteo de un niño (actividad de aprendizaje),ungraded lti,120,85,14,,1.00,0.58,0.80
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 0,A,Números naturales y sistemas de numeración,Representación de los números naturales,¿Qué es y cómo se representa un número?,quiz,120,73,63,,,0.58,0.79
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 1,A,Números naturales y sistemas de numeración,Representación de los números naturales,Pensemos  en  diferentes  formas de  expresar el  número  tres,lecture,120,73,70,,,0.58,0.79
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 2,A,Números naturales y sistemas de numeración,Representación de los números naturales,Mapa conceptual de las representaciones de los números naturales,supplement,120,73,,,,0.58,0.79
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 3,A,Números naturales y sistemas de numeración,Representación de los números naturales,Formas de representar un número (actividad de aprendizaje),ungraded lti,120,73,4,,1.00,0.58,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 0,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,¿Qué es el  sistema  decimal de  numeración  ?,lecture,120,80,66,,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 1,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del sistema decimal de numeración,supplement,120,80,,,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 2,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Sistemas de numeración,quiz,120,80,56,,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 3,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Reglas del sistema de numeración (actividad de aprendizaje),ungraded lti,120,80,10,,1.00,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 4,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Resumen de las cuestiones claves de los números naturales y los sistemas de numeración,lecture,120,80,59,,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 5,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del resumen de las cuestiones claves de los números naturales y los sistemas de numeración,supplement,120,80,,,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 6,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del módulo,supplement,120,80,,,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 7,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Cuestionario final módulo números naturales y sistemas de numeración,exam,120,80,75,1.00,,0.58,0.69
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 8,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Bibliografía números naturales y sistemas de numeración,supplement,120,80,,,,0.58,0.69
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 0,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Introducción a la aritmética de los números naturales,lecture,71,67,67,,,0.56,0.82
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 1,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de la introducción a la aritmética de los números naturales,supplement,71,67,,,,0.56,0.82
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 2,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Concepciones de la adición,lecture,71,67,63,,,0.56,0.82
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 3,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de las concepciones de la adición,supplement,71,67,,,,0.56,0.82
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 4,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Situación de ahorro (actividad de aprendizaje),ungraded lti,71,67,8,,1.00,0.56,0.82
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 0,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,¿Cumplen las mismas propiedades la adición y la sustracción?,lecture,71,62,57,,,0.56,0.83
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 1,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Mapa conceptual de las propiedades de las operaciones aditivas,supplement,71,62,,,,0.56,0.83
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 2,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Operaciones aditivas,quiz,71,62,56,,,0.56,0.83
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 3,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Verificación de problemas (actividad de aprendizaje),ungraded lti,71,62,4,,1.00,0.56,0.83
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 0,A,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,¿Cómo hacer una adición con el ábaco vertical?,lecture,71,47,47,,,0.56,0.88
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 1,A,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Mapa conceptual de las formas de sumar y restar,supplement,71,47,,,,0.56,0.88
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 2,A,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Procedimientos de cálculo (actividad de aprendizaje),ungraded lti,71,47,5,,1.00,0.56,0.88
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 0,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Significados de la división y la multiplicación,lecture,71,41,41,,,0.56,0.82
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 1,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Mapa conceptual de los significados de la división y la multiplicación,supplement,71,41,,,,0.56,0.82
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 2,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Amortización de crédito bancario (actividad de aprendizaje),ungraded lti,71,41,2,,1.00,0.56,0.82
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 3,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Publicidad falsa de helados (actividad de aprendizaje),ungraded lti,71,41,4,,1.00,0.56,0.82
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 0,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,¿Cumplen la propiedad conmutativa la multiplicación y la división?,lecture,71,40,38,,,0.56,0.84
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 1,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Mapa conceptual de las propiedades de las operaciones multiplicativas,supplement,71,40,,,,0.56,0.84
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 2,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Operaciones multiplicativas,quiz,71,40,33,,,0.56,0.84
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 3,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Los caramelos de Lucy (actividad de aprendizaje),ungraded lti,71,40,4,,1.00,0.56,0.84
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 0,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Significado de la multiplicación: ábaco vertical,lecture,71,46,34,,,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 1,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual de las formas de multiplicar y dividir,supplement,71,46,,,,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 2,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Multiplicación/división en el ábaco (actividad de aprendizaje),ungraded lti,71,46,2,,1.00,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 3,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Resumen de las cuestiones claves de la aritmética de los números naturales,lecture,71,46,32,,,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 4,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del resumen de las cuestiones claves de la aritmética de los números naturales,supplement,71,46,,,,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 5,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del módulo,supplement,71,46,,,,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 6,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Cuestionario final módulo aritmética de los números naturales,exam,71,46,44,1.00,,0.56,0.71
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 7,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Bibliografía aritmética de los números naturales,supplement,71,46,,,,0.56,0.71
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 0,A,Números racionales,Elementos y representaciones de números racionales,Introducción a números racionales,lecture,44,43,40,,,0.55,0.80
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 1,A,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de la introducción a números racionales,supplement,44,43,,,,0.55,0.80
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 2,A,Números racionales,Elementos y representaciones de números racionales,Representaciones de números racionales,quiz,44,43,37,,,0.55,0.80
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 3,A,Números racionales,Elementos y representaciones de números racionales,Representación de los racionales (actividad de aprendizaje),ungraded lti,44,43,1,,1.00,0.55,0.80
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 4,A,Números racionales,Elementos y representaciones de números racionales,Elementos y representaciones de los números racionales,lecture,44,43,35,,,0.55,0.80
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 5,A,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de las representaciones de los números racionales,supplement,44,43,,,,0.55,0.80
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 6,A,Números racionales,Elementos y representaciones de números racionales,Error en un número racional (actividad de aprendizaje),ungraded lti,44,43,1,,1.00,0.55,0.80
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 0,A,Números racionales,Significados de los números racionales,Significados de los números racionales,lecture,44,32,30,,,0.55,0.84
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 1,A,Números racionales,Significados de los números racionales,Mapa conceptual de los significados de los números racionales,supplement,44,32,,,,0.55,0.84
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 2,A,Números racionales,Significados de los números racionales,Números racionales,quiz,44,32,30,,,0.55,0.84
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 3,A,Números racionales,Significados de los números racionales,Identificar el significado de la fracción (actividad de aprendizaje),ungraded lti,44,32,2,,1.00,0.55,0.84
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 0,A,Números racionales,Operaciones con fracciones,Operaciones con fracciones,lecture,44,25,23,,,0.55,0.84
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 1,A,Números racionales,Operaciones con fracciones,Mapa conceptual de operaciones con fracciones,supplement,44,25,,,,0.55,0.84
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 2,A,Números racionales,Operaciones con fracciones,Operaciones con fracciones,quiz,44,25,22,,,0.55,0.84
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 3,A,Números racionales,Operaciones con fracciones,Contenido de una porción (actividad de aprendizaje),ungraded lti,44,25,2,,1.00,0.55,0.84
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 0,A,Números racionales,Decimales,Números decimales,lecture,44,20,20,,,0.55,0.81
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 1,A,Números racionales,Decimales,Mapa conceptual de la multiplicación de decimales y fracciones,supplement,44,20,,,,0.55,0.81
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 2,A,Números racionales,Decimales,Una pequeña parte del metro (actividad de aprendizaje),ungraded lti,44,20,,,1.00,0.55,0.81
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 3,A,Números racionales,Decimales,Sistema métrico decimal (actividad de aprendizaje),ungraded lti,44,20,,,1.00,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 0,A,Números racionales,Razón y proporción,Proporcionalidad entre cantidades,lecture,44,25,19,,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 1,A,Números racionales,Razón y proporción,Mapa conceptual de razón y proporción,supplement,44,25,,,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 2,A,Números racionales,Razón y proporción,Cantidad desconocida,quiz,44,25,19,,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 3,A,Números racionales,Razón y proporción,Resumen de las cuestiones claves de los números racionales,lecture,44,25,19,,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 4,A,Números racionales,Razón y proporción,Mapa conceptual del resumen de las cuestiones claves de los números racionales,supplement,44,25,,,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 5,A,Números racionales,Razón y proporción,Perímetro - lado del cuadrado (actividad de aprendizaje),ungraded lti,44,25,,,1.00,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 6,A,Números racionales,Razón y proporción,Mapa conceptual del módulo,supplement,44,25,,,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 7,A,Números racionales,Razón y proporción,Cuestionario final módulo números racionales,exam,44,25,22,2.00,,0.55,0.81
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 8,A,Números racionales,Razón y proporción,Bibliografía: Números racionales,supplement,44,25,,,,0.55,0.81
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 0,A,Geometría elemental del plano,Nociones geométricas básicas,Introducción a geometría elemental del plano,lecture,21,20,18,,,0.59,0.82
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 1,A,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de la introducción a geometría elemental del plano,supplement,21,20,,,,0.59,0.82
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 2,A,Geometría elemental del plano,Nociones geométricas básicas,Geometría,quiz,21,20,16,,,0.59,0.82
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 3,A,Geometría elemental del plano,Nociones geométricas básicas,Nociones básicas,lecture,21,20,15,,,0.59,0.82
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 4,A,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de las nociones básicas,supplement,21,20,,,,0.59,0.82
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 5,A,Geometría elemental del plano,Nociones geométricas básicas,Segmentos (actividad de aprendizaje),ungraded lti,21,20,,,1.00,0.59,0.82
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 0,A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Características de los polígonos,lecture,21,16,14,,,0.59,0.80
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 1,A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Mapa conceptual de las figuras planas,supplement,21,16,,,,0.59,0.80
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 2,A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Figuras geométricas,quiz,21,16,15,,,0.59,0.80
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 3,A,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Poligonal y polígono (actividad de aprendizaje),ungraded lti,21,16,,,1.00,0.59,0.80
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 0,A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Características de los triángulos,lecture,21,15,13,,,0.59,0.80
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 1,A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Mapa conceptual de los triángulos,supplement,21,15,,,,0.59,0.80
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 2,A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Triángulos,quiz,21,15,12,,,0.59,0.80
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 3,A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Clasificación de triángulos (actividad de aprendizaje),ungraded lti,21,15,,,1.00,0.59,0.80
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 4,A,Geometría elemental del plano,Los triángulos (tipos y propiedades),Medidas de ángulos (actividad de aprendizaje),ungraded lti,21,15,,,1.00,0.59,0.80
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 0,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Tipos de cuadriláteros,lecture,21,15,12,,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 1,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual de los cuadriláteros,supplement,21,15,,,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 2,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de cuadriláteros (actividad de aprendizaje),ungraded lti,21,15,,,1.00,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 3,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de figuras,quiz,21,15,11,,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 4,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Resumen de las cuestiones claves de la geometría elemental del plano,lecture,21,15,11,,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 5,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del resumen de las cuestiones claves de la geometría elemental del plano,supplement,21,15,,,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 6,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del módulo,supplement,21,15,,,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 7,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Cuestionario final módulo geometría elemental del plano,exam,21,15,13,2.00,,0.59,0.75
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 8,A,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Bibliografía geometría elemental del plano,supplement,21,15,,,,0.59,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 0,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Introducción a los tipos de magnitudes,lecture,13,12,11,,,0.34,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 1,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de la introducción a los tipos de magnitudes,supplement,13,12,,,,0.34,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 2,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Magnitud,quiz,13,12,10,,,0.34,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 3,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,¿Qué es una magnitud?,lecture,13,12,8,,,0.34,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 4,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de los tipos de magnitudes,supplement,13,12,,,,0.34,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 5,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El experimento de Arquímedes (actividad de aprendizaje),ungraded lti,13,12,,,1.00,0.34,0.75
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 6,A,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El lingote y la corona (actividad de aprendizaje),ungraded lti,13,12,,,1.00,0.34,0.75
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 0,A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Medida de magnitudes y unidades de medida,lecture,13,5,5,,,0.34,0.75
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 1,A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Mapa conceptual de los conceptos y procedimientos para la medida de magnitudes,supplement,13,5,,,,0.34,0.75
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 2,A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Rendimiento de combustible (actividad de aprendizaje),ungraded lti,13,5,,,1.00,0.34,0.75
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 3,A,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,El arca de Noé (actividad de aprendizaje),ungraded lti,13,5,,,1.00,0.34,0.75
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 0,A,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,¿Cómo mides la longitud de un objeto?,lecture,13,4,4,,,0.34,0.75
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 1,A,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Mapa conceptual de la medida directa,supplement,13,4,,,,0.34,0.75
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 2,A,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Cálculo de áreas (actividad de aprendizaje),ungraded lti,13,4,,,1.00,0.34,0.75
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 0,A,Magnitudes y medidas. Medidas directas,Estimación,Procesos de estimación,lecture,13,3,3,,,0.34,0.56
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 1,A,Magnitudes y medidas. Medidas directas,Estimación,Mapa conceptual de estimación,supplement,13,3,,,,0.34,0.56
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 2,A,Magnitudes y medidas. Medidas directas,Estimación,Logotipo (actividad de aprendizaje),ungraded lti,13,3,,,1.00,0.34,0.56
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 3,A,Magnitudes y medidas. Medidas directas,Estimación,Estatura (actividad de aprendizaje),ungraded lti,13,3,,,1.00,0.34,0.56
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 0,A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Sistema métrico decimal y sistema internacional de medida,lecture,13,4,2,,,0.34,0.50
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 1,A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del sistema internacional de medidas,supplement,13,4,,,,0.34,0.50
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 2,A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Hectáreas (actividad de aprendizaje),ungraded lti,13,4,,,1.00,0.34,0.50
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 3,A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Resumen de las cuestiones claves de magnitudes y medidas,lecture,13,4,2,,,0.34,0.50
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 4,A,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del resumen de las cuestiones claves de magnitudes y medidas,supplement,13,4,,,,0.34,0.50
